Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** S3 SUM ***
TimeCrypt+S3	40.41	17.48	0.00	57.89
TimeCrypt+S3	40.58	16.95	0.00	57.52
TimeCrypt+S3	40.51	17.36	0.00	57.86
TimeCrypt+S3	40.82	17.51	0.00	58.33
TimeCrypt+S3	40.95	17.37	0.00	58.31
TimeCrypt+S3	41.98	17.43	0.00	59.41
TimeCrypt+S3	40.93	17.05	0.00	57.98
TimeCrypt+S3	41.00	17.14	0.00	58.14
TimeCrypt+S3	41.13	17.11	0.00	58.25
TimeCrypt+S3	42.28	17.78	0.00	60.06
TimeCrypt+S3	42.70	17.01	0.00	59.71
TimeCrypt+S3	41.42	17.21	0.00	58.63
TimeCrypt+S3	42.39	17.47	0.00	59.85
TimeCrypt+S3	41.44	17.37	0.00	58.81
TimeCrypt+S3	41.56	17.23	0.00	58.79
TimeCrypt+S3	41.95	17.17	0.00	59.12
TimeCrypt+S3	40.51	17.55	0.00	58.06
TimeCrypt+S3	47.23	17.45	0.00	64.68
TimeCrypt+S3	40.70	17.15	0.00	57.85
TimeCrypt+S3	40.57	17.15	0.00	57.72
TimeCrypt+S3	40.78	17.15	0.00	57.93
TimeCrypt+S3	40.91	17.31	0.00	58.23
TimeCrypt+S3	47.05	17.21	0.00	64.26
TimeCrypt+S3	41.03	17.41	0.00	58.44
TimeCrypt+S3	41.06	17.15	0.00	58.21
TimeCrypt+S3	41.48	17.31	0.00	58.79
TimeCrypt+S3	41.23	17.58	0.00	58.81
TimeCrypt+S3	42.68	17.33	0.00	60.01
TimeCrypt+S3	41.61	17.38	0.00	58.99
TimeCrypt+S3	41.43	17.17	0.00	58.59
TimeCrypt+S3	41.65	17.25	0.00	58.89
TimeCrypt+S3	42.70	17.37	0.00	60.07
TimeCrypt+S3	40.34	17.30	0.00	57.64
TimeCrypt+S3	40.49	17.41	0.00	57.89
TimeCrypt+S3	40.55	17.48	0.00	58.04
TimeCrypt+S3	40.79	17.52	0.00	58.31
TimeCrypt+S3	41.31	17.33	0.00	58.63
TimeCrypt+S3	41.89	17.41	0.00	59.30
TimeCrypt+S3	40.82	17.33	0.00	58.14
TimeCrypt+S3	41.13	17.40	0.00	58.52
TimeCrypt+S3	40.94	17.19	0.00	58.13
TimeCrypt+S3	41.45	17.40	0.00	58.85
TimeCrypt+S3	41.37	17.15	0.00	58.52
TimeCrypt+S3	41.53	17.16	0.00	58.68
TimeCrypt+S3	41.34	17.37	0.00	58.71
TimeCrypt+S3	41.44	17.35	0.00	58.79
TimeCrypt+S3	41.46	17.22	0.00	58.68
TimeCrypt+S3	41.80	17.26	0.00	59.06
TimeCrypt+S3	40.51	17.15	0.00	57.66
TimeCrypt+S3	40.68	17.07	0.00	57.74
TimeCrypt+S3	40.76	17.40	0.00	58.16
TimeCrypt+S3	40.75	17.16	0.00	57.90
TimeCrypt+S3	40.87	17.38	0.00	58.25
TimeCrypt+S3	40.83	17.08	0.00	57.91
TimeCrypt+S3	41.17	17.05	0.00	58.22
TimeCrypt+S3	41.00	17.53	0.00	58.54
TimeCrypt+S3	40.97	17.43	0.00	58.39
TimeCrypt+S3	41.44	17.59	0.00	59.02
TimeCrypt+S3	41.38	17.19	0.00	58.58
TimeCrypt+S3	41.29	17.28	0.00	58.57
TimeCrypt+S3	41.39	17.17	0.00	58.56
TimeCrypt+S3	42.98	17.52	0.00	60.50
TimeCrypt+S3	41.56	17.15	0.00	58.71
TimeCrypt+S3	41.68	17.64	0.00	59.33
TimeCrypt+S3	40.49	17.16	0.00	57.65
TimeCrypt+S3	40.57	17.46	0.00	58.03
TimeCrypt+S3	40.57	17.47	0.00	58.05
TimeCrypt+S3	42.07	17.48	0.00	59.55
TimeCrypt+S3	40.62	17.16	0.00	57.78
TimeCrypt+S3	40.78	17.23	0.00	58.02
TimeCrypt+S3	41.09	17.20	0.00	58.28
TimeCrypt+S3	41.24	17.21	0.00	58.45
TimeCrypt+S3	40.98	17.18	0.00	58.16
TimeCrypt+S3	41.01	17.39	0.00	58.40
TimeCrypt+S3	41.41	17.61	0.00	59.02
TimeCrypt+S3	41.26	17.49	0.00	58.75
TimeCrypt+S3	42.30	17.18	0.00	59.48
TimeCrypt+S3	41.55	17.32	0.00	58.87
TimeCrypt+S3	41.45	17.44	0.00	58.89
TimeCrypt+S3	41.66	17.29	0.00	58.95
TimeCrypt+S3	40.42	17.19	0.00	57.61
TimeCrypt+S3	40.47	17.18	0.00	57.65
TimeCrypt+S3	40.59	17.16	0.00	57.75
TimeCrypt+S3	40.55	17.22	0.00	57.76
TimeCrypt+S3	40.72	17.20	0.00	57.91
TimeCrypt+S3	40.67	17.20	0.00	57.87
TimeCrypt+S3	41.23	16.78	0.00	58.00
TimeCrypt+S3	41.04	17.24	0.00	58.28
TimeCrypt+S3	41.36	17.16	0.00	58.52
TimeCrypt+S3	41.26	17.25	0.00	58.51
TimeCrypt+S3	41.52	17.17	0.00	58.70
TimeCrypt+S3	41.37	17.55	0.00	58.92
TimeCrypt+S3	41.51	17.35	0.00	58.85
TimeCrypt+S3	41.47	17.24	0.00	58.71
TimeCrypt+S3	41.46	17.15	0.00	58.60
TimeCrypt+S3	41.64	17.15	0.00	58.80
TimeCrypt+S3	40.32	17.53	0.00	57.86
TimeCrypt+S3	40.94	17.19	0.00	58.13
TimeCrypt+S3	40.88	17.50	0.00	58.39
TimeCrypt+S3	41.02	17.30	0.00	58.32
TimeCrypt+S3	41.17	17.38	0.00	58.54
TimeCrypt+S3	41.26	17.37	0.00	58.63
TimeCrypt+S3	41.38	17.32	0.00	58.70
TimeCrypt+S3	42.49	17.30	0.00	59.79
TimeCrypt+S3	41.40	17.36	0.00	58.77
TimeCrypt+S3	41.48	17.25	0.00	58.73
TimeCrypt+S3	42.67	17.50	0.00	60.17
TimeCrypt+S3	42.03	17.15	0.00	59.18
TimeCrypt+S3	41.80	17.42	0.00	59.22
TimeCrypt+S3	42.14	17.75	0.00	59.90
TimeCrypt+S3	41.96	17.16	0.00	59.12
TimeCrypt+S3	41.92	17.15	0.00	59.07
TimeCrypt+S3	40.77	17.01	0.00	57.78
TimeCrypt+S3	40.95	17.17	0.00	58.12
TimeCrypt+S3	41.09	17.16	0.00	58.25
TimeCrypt+S3	41.11	17.17	0.00	58.28
TimeCrypt+S3	41.08	17.49	0.00	58.57
TimeCrypt+S3	41.25	17.39	0.00	58.64
TimeCrypt+S3	41.30	17.42	0.00	58.72
TimeCrypt+S3	41.42	17.18	0.00	58.60
TimeCrypt+S3	41.50	17.17	0.00	58.67
TimeCrypt+S3	41.41	17.18	0.00	58.59
TimeCrypt+S3	41.52	17.16	0.00	58.68
TimeCrypt+S3	41.86	17.13	0.00	58.99
TimeCrypt+S3	41.93	17.15	0.00	59.08
TimeCrypt+S3	41.82	17.26	0.00	59.08
TimeCrypt+S3	41.96	17.38	0.00	59.34
TimeCrypt+S3	43.12	17.15	0.00	60.27
TimeCrypt+S3	40.85	17.16	0.00	58.01
TimeCrypt+S3	40.90	17.16	0.00	58.06
TimeCrypt+S3	41.01	17.59	0.00	58.60
TimeCrypt+S3	40.99	17.32	0.00	58.32
TimeCrypt+S3	41.21	17.35	0.00	58.56
TimeCrypt+S3	41.08	17.31	0.00	58.39
TimeCrypt+S3	41.25	17.16	0.00	58.41
TimeCrypt+S3	41.44	17.17	0.00	58.62
TimeCrypt+S3	41.32	17.17	0.00	58.49
TimeCrypt+S3	41.54	17.33	0.00	58.87
TimeCrypt+S3	41.73	17.31	0.00	59.04
TimeCrypt+S3	41.60	17.37	0.00	58.97
TimeCrypt+S3	41.72	17.50	0.00	59.22
TimeCrypt+S3	41.88	17.28	0.00	59.17
TimeCrypt+S3	41.96	17.46	0.00	59.42
TimeCrypt+S3	42.04	17.58	0.00	59.62
TimeCrypt+S3	40.70	17.36	0.00	58.06
TimeCrypt+S3	40.93	17.16	0.00	58.09
TimeCrypt+S3	40.88	17.16	0.00	58.04
TimeCrypt+S3	41.06	17.44	0.00	58.49
TimeCrypt+S3	41.16	17.32	0.00	58.48
TimeCrypt+S3	41.12	17.16	0.00	58.28
TimeCrypt+S3	41.25	17.38	0.00	58.63
TimeCrypt+S3	41.39	17.32	0.00	58.71
TimeCrypt+S3	42.99	17.61	0.00	60.59
TimeCrypt+S3	41.58	17.08	0.00	58.66
TimeCrypt+S3	41.67	17.47	0.00	59.13
TimeCrypt+S3	41.94	17.15	0.00	59.09
TimeCrypt+S3	41.83	17.17	0.00	59.01
TimeCrypt+S3	41.77	17.41	0.00	59.18
TimeCrypt+S3	41.90	17.17	0.00	59.07
TimeCrypt+S3	42.02	17.42	0.00	59.44
TimeCrypt+S3	40.89	17.08	0.00	57.96
TimeCrypt+S3	41.00	17.39	0.00	58.39
TimeCrypt+S3	41.02	17.41	0.00	58.43
TimeCrypt+S3	41.00	17.42	0.00	58.42
TimeCrypt+S3	41.42	17.32	0.00	58.74
TimeCrypt+S3	41.41	17.18	0.00	58.59
TimeCrypt+S3	41.27	17.44	0.00	58.71
TimeCrypt+S3	41.34	17.18	0.00	58.53
TimeCrypt+S3	41.42	17.36	0.00	58.79
TimeCrypt+S3	41.59	17.52	0.00	59.11
TimeCrypt+S3	41.87	17.48	0.00	59.35
TimeCrypt+S3	41.74	17.17	0.00	58.90
TimeCrypt+S3	42.82	17.16	0.00	59.98
TimeCrypt+S3	42.03	17.18	0.00	59.21
TimeCrypt+S3	41.99	17.15	0.00	59.14
TimeCrypt+S3	41.99	17.44	0.00	59.42
TimeCrypt+S3	40.74	17.18	0.00	57.92
TimeCrypt+S3	40.86	17.17	0.00	58.03
TimeCrypt+S3	41.17	17.56	0.00	58.74
TimeCrypt+S3	41.00	17.21	0.00	58.21
TimeCrypt+S3	41.37	17.58	0.00	58.95
TimeCrypt+S3	41.42	17.42	0.00	58.84
TimeCrypt+S3	41.40	17.43	0.00	58.83
TimeCrypt+S3	41.40	17.16	0.00	58.57
TimeCrypt+S3	41.43	17.25	0.00	58.69
TimeCrypt+S3	41.49	16.95	0.00	58.44
TimeCrypt+S3	41.62	17.17	0.00	58.79
TimeCrypt+S3	41.70	17.16	0.00	58.87
TimeCrypt+S3	41.98	17.43	0.00	59.41
TimeCrypt+S3	43.05	17.37	0.00	60.42
TimeCrypt+S3	41.96	17.49	0.00	59.45
TimeCrypt+S3	41.98	17.23	0.00	59.22
TimeCrypt+S3	41.04	17.21	0.00	58.25
TimeCrypt+S3	40.91	17.36	0.00	58.27
TimeCrypt+S3	43.22	17.41	0.00	60.63
TimeCrypt+S3	40.86	17.16	0.00	58.02
TimeCrypt+S3	41.24	17.10	0.00	58.34
TimeCrypt+S3	41.21	17.55	0.00	58.76
TimeCrypt+S3	41.21	17.39	0.00	58.60
TimeCrypt+S3	41.48	17.16	0.00	58.64
TimeCrypt+S3	41.61	17.17	0.00	58.79
TimeCrypt+S3	41.60	17.17	0.00	58.77
TimeCrypt+S3	41.64	17.17	0.00	58.81
TimeCrypt+S3	41.82	17.41	0.00	59.23
TimeCrypt+S3	43.90	17.17	0.00	61.08
TimeCrypt+S3	41.89	17.37	0.00	59.26
TimeCrypt+S3	41.96	17.29	0.00	59.25
TimeCrypt+S3	42.57	17.43	0.00	60.00
TimeCrypt+S3	40.77	17.16	0.00	57.94
TimeCrypt+S3	41.04	17.16	0.00	58.21
TimeCrypt+S3	41.07	17.16	0.00	58.23
TimeCrypt+S3	41.03	17.49	0.00	58.52
TimeCrypt+S3	43.72	17.16	0.00	60.88
TimeCrypt+S3	41.06	17.16	0.00	58.22
TimeCrypt+S3	41.18	17.42	0.00	58.60
TimeCrypt+S3	41.62	17.17	0.00	58.78
TimeCrypt+S3	41.40	17.58	0.00	58.97
TimeCrypt+S3	41.57	17.08	0.00	58.64
TimeCrypt+S3	41.78	17.17	0.00	58.95
TimeCrypt+S3	41.79	17.47	0.00	59.26
TimeCrypt+S3	44.96	17.34	0.00	62.30
TimeCrypt+S3	41.92	17.35	0.00	59.26
TimeCrypt+S3	46.29	17.16	0.00	63.45
TimeCrypt+S3	42.04	17.16	0.00	59.20
TimeCrypt+S3	41.99	17.16	0.00	59.15
TimeCrypt+S3	40.98	17.24	0.00	58.22
TimeCrypt+S3	42.51	17.37	0.00	59.88
TimeCrypt+S3	41.08	17.28	0.00	58.36
TimeCrypt+S3	42.52	17.15	0.00	59.67
TimeCrypt+S3	41.09	17.31	0.00	58.40
TimeCrypt+S3	41.30	17.16	0.00	58.46
TimeCrypt+S3	41.68	17.16	0.00	58.85
TimeCrypt+S3	41.50	17.16	0.00	58.66
TimeCrypt+S3	41.44	17.16	0.00	58.59
TimeCrypt+S3	43.12	17.17	0.00	60.28
TimeCrypt+S3	41.79	17.39	0.00	59.18
TimeCrypt+S3	41.83	17.48	0.00	59.32
TimeCrypt+S3	41.72	17.16	0.00	58.87
TimeCrypt+S3	41.88	17.39	0.00	59.27
TimeCrypt+S3	43.67	17.04	0.00	60.71
TimeCrypt+S3	41.30	17.42	0.00	58.72
TimeCrypt+S3	40.80	17.18	0.00	57.98
TimeCrypt+S3	40.93	17.40	0.00	58.33
TimeCrypt+S3	41.21	17.56	0.00	58.77
TimeCrypt+S3	41.16	17.37	0.00	58.53
TimeCrypt+S3	41.36	17.16	0.00	58.52
TimeCrypt+S3	45.11	17.31	0.00	62.42
TimeCrypt+S3	42.47	17.56	0.00	60.03
TimeCrypt+S3	41.52	17.17	0.00	58.69
TimeCrypt+S3	42.71	17.22	0.00	59.93
TimeCrypt+S3	43.12	17.17	0.00	60.30
TimeCrypt+S3	42.05	17.27	0.00	59.32
TimeCrypt+S3	41.84	17.40	0.00	59.24
TimeCrypt+S3	41.93	17.32	0.00	59.24
TimeCrypt+S3	42.03	17.31	0.00	59.33
TimeCrypt+S3	42.19	17.38	0.00	59.57
TimeCrypt+S3	40.94	17.08	0.00	58.02
TimeCrypt+S3	40.93	17.17	0.00	58.10
TimeCrypt+S3	41.37	17.33	0.00	58.70
TimeCrypt+S3	41.08	17.48	0.00	58.55
TimeCrypt+S3	41.08	17.17	0.00	58.25
TimeCrypt+S3	41.45	17.24	0.00	58.69
TimeCrypt+S3	43.67	17.24	0.00	60.92
TimeCrypt+S3	42.42	17.46	0.00	59.88
TimeCrypt+S3	42.83	17.51	0.00	60.35
TimeCrypt+S3	42.70	17.51	0.00	60.20
TimeCrypt+S3	43.33	17.63	0.00	60.96
TimeCrypt+S3	41.65	17.53	0.00	59.17
TimeCrypt+S3	41.82	17.69	0.00	59.51
TimeCrypt+S3	41.85	17.58	0.00	59.43
TimeCrypt+S3	41.89	17.37	0.00	59.26
TimeCrypt+S3	42.14	17.69	0.00	59.83
TimeCrypt+S3	40.73	17.99	0.00	58.72
TimeCrypt+S3	42.28	17.32	0.00	59.60
TimeCrypt+S3	40.94	17.43	0.00	58.37
TimeCrypt+S3	41.24	17.66	0.00	58.90
TimeCrypt+S3	42.00	17.17	0.00	59.17
TimeCrypt+S3	41.14	17.60	0.00	58.74
TimeCrypt+S3	42.81	17.30	0.00	60.12
TimeCrypt+S3	41.59	17.71	0.00	59.30
TimeCrypt+S3	41.47	17.57	0.00	59.04
TimeCrypt+S3	42.93	17.17	0.00	60.10
TimeCrypt+S3	41.69	17.62	0.00	59.31
TimeCrypt+S3	41.65	17.16	0.00	58.81
TimeCrypt+S3	42.02	17.78	0.00	59.80
TimeCrypt+S3	42.62	17.16	0.00	59.78
TimeCrypt+S3	41.92	17.16	0.00	59.08
TimeCrypt+S3	42.04	17.54	0.00	59.58
TimeCrypt+S3	40.88	17.36	0.00	58.24
TimeCrypt+S3	41.11	17.26	0.00	58.36
TimeCrypt+S3	42.00	17.19	0.00	59.19
TimeCrypt+S3	41.03	17.22	0.00	58.25
TimeCrypt+S3	41.07	17.17	0.00	58.23
TimeCrypt+S3	41.13	17.46	0.00	58.59
TimeCrypt+S3	41.18	17.17	0.00	58.35
TimeCrypt+S3	42.79	17.18	0.00	59.96
TimeCrypt+S3	41.58	17.20	0.00	58.77
TimeCrypt+S3	41.54	17.46	0.00	59.00
TimeCrypt+S3	66.90	17.33	0.00	84.22
TimeCrypt+S3	41.71	17.53	0.00	59.24
TimeCrypt+S3	41.66	17.17	0.00	58.83
TimeCrypt+S3	41.85	17.17	0.00	59.03
TimeCrypt+S3	41.89	17.34	0.00	59.23
TimeCrypt+S3	41.99	17.17	0.00	59.16
TimeCrypt+S3	40.62	17.51	0.00	58.13
TimeCrypt+S3	40.94	17.30	0.00	58.24
TimeCrypt+S3	40.85	17.51	0.00	58.36
TimeCrypt+S3	41.00	17.47	0.00	58.47
TimeCrypt+S3	41.10	17.28	0.00	58.39
TimeCrypt+S3	41.14	17.33	0.00	58.47
TimeCrypt+S3	42.55	17.17	0.00	59.72
TimeCrypt+S3	42.37	17.40	0.00	59.78
TimeCrypt+S3	42.77	17.34	0.00	60.11
TimeCrypt+S3	42.47	17.22	0.00	59.68
TimeCrypt+S3	43.11	17.18	0.00	60.30
TimeCrypt+S3	41.61	17.68	0.00	59.29
TimeCrypt+S3	41.65	17.54	0.00	59.18
TimeCrypt+S3	41.84	17.23	0.00	59.07
TimeCrypt+S3	41.98	16.97	0.00	58.95
TimeCrypt+S3	41.91	17.25	0.00	59.16
TimeCrypt+S3	40.80	17.29	0.00	58.09
TimeCrypt+S3	40.97	17.47	0.00	58.45
TimeCrypt+S3	40.99	17.49	0.00	58.49
TimeCrypt+S3	40.98	17.26	0.00	58.24
TimeCrypt+S3	41.23	17.52	0.00	58.75
TimeCrypt+S3	41.11	17.24	0.00	58.35
TimeCrypt+S3	71.61	17.16	0.00	88.77
TimeCrypt+S3	42.54	17.52	0.00	60.06
TimeCrypt+S3	41.42	17.15	0.00	58.57
TimeCrypt+S3	50.61	17.16	0.00	67.78
TimeCrypt+S3	44.60	17.35	0.00	61.94
TimeCrypt+S3	50.36	17.45	0.00	67.82
TimeCrypt+S3	41.66	17.38	0.00	59.04
TimeCrypt+S3	41.82	17.53	0.00	59.35
TimeCrypt+S3	41.99	17.13	0.00	59.12
TimeCrypt+S3	41.94	17.38	0.00	59.33
TimeCrypt+S3	40.74	17.46	0.00	58.20
TimeCrypt+S3	41.00	17.26	0.00	58.26
TimeCrypt+S3	40.95	17.47	0.00	58.42
TimeCrypt+S3	41.24	17.16	0.00	58.41
TimeCrypt+S3	41.20	17.21	0.00	58.42
TimeCrypt+S3	41.32	17.17	0.00	58.49
TimeCrypt+S3	42.59	17.40	0.00	59.99
TimeCrypt+S3	41.12	17.16	0.00	58.28
TimeCrypt+S3	41.45	17.18	0.00	58.63
TimeCrypt+S3	43.11	17.17	0.00	60.28
TimeCrypt+S3	41.70	17.16	0.00	58.86
TimeCrypt+S3	41.61	17.16	0.00	58.77
TimeCrypt+S3	41.74	17.17	0.00	58.91
TimeCrypt+S3	41.79	17.18	0.00	58.97
TimeCrypt+S3	42.05	17.23	0.00	59.28
TimeCrypt+S3	41.88	17.17	0.00	59.05
TimeCrypt+S3	40.84	17.33	0.00	58.17
TimeCrypt+S3	40.72	17.22	0.00	57.94
TimeCrypt+S3	41.03	17.18	0.00	58.21
TimeCrypt+S3	41.14	17.23	0.00	58.37
TimeCrypt+S3	41.13	17.32	0.00	58.45
TimeCrypt+S3	41.35	17.64	0.00	58.99
TimeCrypt+S3	41.39	17.16	0.00	58.55
TimeCrypt+S3	41.32	17.59	0.00	58.92
TimeCrypt+S3	41.59	17.15	0.00	58.74
TimeCrypt+S3	41.70	17.36	0.00	59.05
TimeCrypt+S3	43.18	17.42	0.00	60.60
TimeCrypt+S3	41.82	17.36	0.00	59.18
TimeCrypt+S3	41.84	17.68	0.00	59.52
TimeCrypt+S3	41.78	17.35	0.00	59.12
TimeCrypt+S3	42.01	17.39	0.00	59.41
TimeCrypt+S3	43.72	17.48	0.00	61.20
TimeCrypt+S3	40.72	17.21	0.00	57.93
TimeCrypt+S3	41.17	17.36	0.00	58.53
TimeCrypt+S3	40.82	17.53	0.00	58.35
TimeCrypt+S3	41.01	16.96	0.00	57.97
TimeCrypt+S3	41.06	17.75	0.00	58.82
TimeCrypt+S3	41.25	17.61	0.00	58.86
TimeCrypt+S3	43.55	17.55	0.00	61.10
TimeCrypt+S3	43.01	17.45	0.00	60.46
TimeCrypt+S3	43.42	17.75	0.00	61.17
TimeCrypt+S3	42.64	17.17	0.00	59.81
TimeCrypt+S3	43.22	17.45	0.00	60.67
TimeCrypt+S3	41.67	17.98	0.00	59.65
TimeCrypt+S3	41.73	17.53	0.00	59.26
TimeCrypt+S3	41.81	17.38	0.00	59.19
TimeCrypt+S3	41.96	17.63	0.00	59.58
TimeCrypt+S3	42.46	17.64	0.00	60.09
TimeCrypt+S3	40.86	17.37	0.00	58.24
TimeCrypt+S3	40.74	17.67	0.00	58.40
TimeCrypt+S3	40.94	17.62	0.00	58.56
TimeCrypt+S3	40.97	17.63	0.00	58.60
TimeCrypt+S3	41.22	17.56	0.00	58.77
TimeCrypt+S3	41.03	17.36	0.00	58.39
TimeCrypt+S3	43.33	17.40	0.00	60.74
TimeCrypt+S3	42.40	17.73	0.00	60.13
TimeCrypt+S3	41.54	17.71	0.00	59.24
TimeCrypt+S3	42.74	17.70	0.00	60.45
TimeCrypt+S3	43.10	17.55	0.00	60.65
TimeCrypt+S3	41.89	17.48	0.00	59.37
TimeCrypt+S3	41.62	17.41	0.00	59.02
TimeCrypt+S3	41.81	17.50	0.00	59.31
TimeCrypt+S3	42.19	17.38	0.00	59.57
TimeCrypt+S3	42.23	17.36	0.00	59.59
TimeCrypt+S3	40.66	17.71	0.00	58.37
TimeCrypt+S3	42.17	17.52	0.00	59.69
TimeCrypt+S3	40.83	17.50	0.00	58.33
TimeCrypt+S3	40.91	17.37	0.00	58.28
TimeCrypt+S3	41.05	17.37	0.00	58.42
TimeCrypt+S3	41.33	17.58	0.00	58.91
TimeCrypt+S3	42.72	17.74	0.00	60.46
TimeCrypt+S3	41.30	17.58	0.00	58.88
TimeCrypt+S3	41.31	17.59	0.00	58.90
TimeCrypt+S3	41.54	17.47	0.00	59.01
TimeCrypt+S3	45.70	17.85	0.00	63.55
TimeCrypt+S3	41.67	17.61	0.00	59.28
TimeCrypt+S3	41.72	17.49	0.00	59.22
TimeCrypt+S3	41.75	17.40	0.00	59.15
TimeCrypt+S3	42.02	17.39	0.00	59.41
TimeCrypt+S3	41.91	17.85	0.00	59.76
TimeCrypt+S3	40.76	17.68	0.00	58.44
TimeCrypt+S3	40.73	17.77	0.00	58.50
TimeCrypt+S3	40.90	17.74	0.00	58.64
TimeCrypt+S3	40.94	17.22	0.00	58.17
TimeCrypt+S3	41.09	17.46	0.00	58.55
TimeCrypt+S3	41.18	17.46	0.00	58.64
TimeCrypt+S3	41.41	17.56	0.00	58.97
TimeCrypt+S3	41.49	17.41	0.00	58.90
TimeCrypt+S3	41.36	17.55	0.00	58.90
TimeCrypt+S3	41.49	17.68	0.00	59.18
TimeCrypt+S3	43.21	17.54	0.00	60.75
TimeCrypt+S3	41.70	17.45	0.00	59.15
TimeCrypt+S3	41.85	17.78	0.00	59.63
TimeCrypt+S3	41.83	17.67	0.00	59.50
TimeCrypt+S3	42.00	17.59	0.00	59.60
TimeCrypt+S3	43.81	17.30	0.00	61.10
TimeCrypt+S3	40.76	17.60	0.00	58.36
TimeCrypt+S3	40.89	18.12	0.00	59.01
TimeCrypt+S3	40.78	17.48	0.00	58.27
TimeCrypt+S3	40.92	17.37	0.00	58.29
TimeCrypt+S3	41.06	17.43	0.00	58.49
TimeCrypt+S3	42.14	17.69	0.00	59.83
TimeCrypt+S3	42.62	17.90	0.00	60.51
TimeCrypt+S3	41.35	17.43	0.00	58.78
TimeCrypt+S3	41.31	17.60	0.00	58.91
TimeCrypt+S3	42.87	17.64	0.00	60.50
TimeCrypt+S3	43.11	18.09	0.00	61.19
TimeCrypt+S3	41.74	18.24	0.00	59.98
TimeCrypt+S3	41.89	17.54	0.00	59.44
TimeCrypt+S3	42.04	17.32	0.00	59.37
TimeCrypt+S3	42.92	17.74	0.00	60.66
TimeCrypt+S3	42.20	17.73	0.00	59.92
TimeCrypt+S3	72.70	17.71	0.00	90.41
TimeCrypt+S3	43.91	17.53	0.00	61.44
TimeCrypt+S3	50.75	17.61	0.00	68.36
TimeCrypt+S3	40.97	17.37	0.00	58.34
TimeCrypt+S3	88.11	17.49	0.00	105.60
TimeCrypt+S3	64.30	17.64	0.00	81.94
TimeCrypt+S3	62.09	17.78	0.00	79.87
TimeCrypt+S3	77.40	17.67	0.00	95.07
TimeCrypt+S3	41.56	17.53	0.00	59.09
TimeCrypt+S3	43.11	17.75	0.00	60.87
TimeCrypt+S3	45.91	17.37	0.00	63.28
TimeCrypt+S3	42.04	17.70	0.00	59.74
TimeCrypt+S3	41.81	17.42	0.00	59.24
TimeCrypt+S3	42.14	17.76	0.00	59.89
TimeCrypt+S3	41.98	17.56	0.00	59.54
TimeCrypt+S3	42.02	17.44	0.00	59.46
TimeCrypt+S3	40.93	17.40	0.00	58.33
TimeCrypt+S3	40.83	17.51	0.00	58.35
TimeCrypt+S3	42.73	18.02	0.00	60.75
TimeCrypt+S3	41.82	17.59	0.00	59.41
TimeCrypt+S3	41.12	17.79	0.00	58.90
TimeCrypt+S3	41.19	17.36	0.00	58.55
TimeCrypt+S3	45.96	17.59	0.00	63.55
TimeCrypt+S3	41.40	17.91	0.00	59.31
TimeCrypt+S3	41.79	17.25	0.00	59.04
TimeCrypt+S3	41.63	17.92	0.00	59.55
TimeCrypt+S3	41.69	17.37	0.00	59.06
TimeCrypt+S3	41.98	17.46	0.00	59.44
TimeCrypt+S3	41.67	17.36	0.00	59.03
TimeCrypt+S3	41.87	17.66	0.00	59.53
TimeCrypt+S3	42.04	17.92	0.00	59.97
TimeCrypt+S3	42.05	17.70	0.00	59.74
TimeCrypt+S3	40.91	17.39	0.00	58.30
TimeCrypt+S3	40.81	17.56	0.00	58.38
TimeCrypt+S3	42.09	17.39	0.00	59.47
TimeCrypt+S3	41.09	17.50	0.00	58.59
TimeCrypt+S3	41.26	17.66	0.00	58.92
TimeCrypt+S3	41.22	17.55	0.00	58.77
TimeCrypt+S3	41.34	17.15	0.00	58.48
TimeCrypt+S3	41.49	17.43	0.00	58.92
TimeCrypt+S3	41.85	17.43	0.00	59.27
TimeCrypt+S3	41.62	17.64	0.00	59.26
TimeCrypt+S3	41.74	17.45	0.00	59.19
TimeCrypt+S3	41.73	17.79	0.00	59.52
TimeCrypt+S3	41.70	17.37	0.00	59.07
TimeCrypt+S3	41.80	17.40	0.00	59.20
TimeCrypt+S3	43.24	17.33	0.00	60.56
TimeCrypt+S3	45.96	17.35	0.00	63.32
TimeCrypt+S3	40.74	17.61	0.00	58.35
TimeCrypt+S3	40.83	17.80	0.00	58.63
TimeCrypt+S3	41.15	17.45	0.00	58.60
TimeCrypt+S3	41.07	17.61	0.00	58.68
TimeCrypt+S3	42.51	17.85	0.00	60.36
TimeCrypt+S3	41.14	17.49	0.00	58.63
TimeCrypt+S3	41.31	17.56	0.00	58.87
TimeCrypt+S3	41.45	17.90	0.00	59.35
TimeCrypt+S3	41.63	17.77	0.00	59.40
TimeCrypt+S3	45.17	17.64	0.00	62.81
TimeCrypt+S3	41.54	17.87	0.00	59.41
TimeCrypt+S3	43.76	18.06	0.00	61.82
TimeCrypt+S3	46.75	17.75	0.00	64.50
TimeCrypt+S3	41.83	17.57	0.00	59.40
TimeCrypt+S3	42.00	17.59	0.00	59.59
TimeCrypt+S3	42.05	18.02	0.00	60.07
TimeCrypt+S3	40.76	18.06	0.00	58.82
TimeCrypt+S3	40.77	17.35	0.00	58.12
TimeCrypt+S3	41.00	17.37	0.00	58.36
TimeCrypt+S3	40.90	17.68	0.00	58.58
