Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** Baseline SUM ***
TimeCrypt+S3	0.39	0.21	0.00	0.60
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.49	0.23	0.00	0.73
TimeCrypt+S3	0.49	0.42	0.00	0.91
TimeCrypt+S3	0.51	0.22	0.00	0.73
TimeCrypt+S3	0.43	0.23	0.00	0.65
TimeCrypt+S3	0.47	0.24	0.00	0.70
TimeCrypt+S3	0.45	0.38	0.00	0.83
TimeCrypt+S3	0.44	0.23	0.00	0.67
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.41	0.22	0.00	0.62
TimeCrypt+S3	0.51	0.23	0.00	0.75
TimeCrypt+S3	0.43	0.37	0.00	0.80
TimeCrypt+S3	0.49	0.22	0.00	0.71
TimeCrypt+S3	0.53	0.21	0.00	0.74
TimeCrypt+S3	0.57	0.33	0.00	0.90
TimeCrypt+S3	0.44	0.22	0.00	0.66
TimeCrypt+S3	0.53	0.36	0.00	0.89
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.62	0.32	0.00	0.93
TimeCrypt+S3	0.41	0.22	0.00	0.62
TimeCrypt+S3	0.54	0.41	0.00	0.96
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.56	0.36	0.00	0.92
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.41	0.25	0.00	0.65
TimeCrypt+S3	0.52	0.23	0.00	0.75
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.52	0.37	0.00	0.89
TimeCrypt+S3	0.51	0.37	0.00	0.88
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.37	0.21	0.00	0.58
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.50	0.39	0.00	0.89
TimeCrypt+S3	0.44	0.26	0.00	0.70
TimeCrypt+S3	0.57	0.21	0.00	0.78
TimeCrypt+S3	0.43	0.23	0.00	0.67
TimeCrypt+S3	0.50	0.45	0.00	0.94
TimeCrypt+S3	0.41	0.25	0.00	0.67
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.50	0.36	0.00	0.87
TimeCrypt+S3	0.45	0.23	0.00	0.69
TimeCrypt+S3	0.50	0.32	0.00	0.82
TimeCrypt+S3	0.50	0.45	0.00	0.95
TimeCrypt+S3	0.50	0.38	0.00	0.88
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.47	0.46	0.00	0.93
TimeCrypt+S3	0.44	0.23	0.00	0.68
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.50	0.41	0.00	0.91
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.41	0.23	0.00	0.65
TimeCrypt+S3	0.45	0.23	0.00	0.69
TimeCrypt+S3	0.48	0.44	0.00	0.92
TimeCrypt+S3	0.51	0.23	0.00	0.75
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.54	0.26	0.00	0.80
TimeCrypt+S3	0.51	0.40	0.00	0.91
TimeCrypt+S3	0.52	0.35	0.00	0.87
TimeCrypt+S3	0.54	0.38	0.00	0.92
TimeCrypt+S3	0.42	0.24	0.00	0.66
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.41	0.24	0.00	0.64
TimeCrypt+S3	0.61	0.28	0.00	0.89
TimeCrypt+S3	0.50	0.25	0.00	0.74
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.54	0.24	0.00	0.78
TimeCrypt+S3	0.57	0.21	0.00	0.78
TimeCrypt+S3	0.55	0.21	0.00	0.76
TimeCrypt+S3	0.45	0.46	0.00	0.92
TimeCrypt+S3	0.43	0.22	0.00	0.65
TimeCrypt+S3	0.43	0.22	0.00	0.65
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.50	0.43	0.00	0.93
TimeCrypt+S3	0.64	0.45	0.00	1.09
TimeCrypt+S3	0.54	0.23	0.00	0.76
TimeCrypt+S3	0.46	0.25	0.00	0.72
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.53	0.39	0.00	0.92
TimeCrypt+S3	0.46	0.43	0.00	0.88
TimeCrypt+S3	0.41	0.25	0.00	0.65
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.42	0.21	0.00	0.63
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.52	0.31	0.00	0.83
TimeCrypt+S3	1.89	0.45	0.00	2.35
TimeCrypt+S3	0.52	0.35	0.00	0.87
TimeCrypt+S3	0.58	0.31	0.00	0.88
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.51	0.39	0.00	0.90
TimeCrypt+S3	0.54	0.47	0.00	1.01
TimeCrypt+S3	0.43	0.21	0.00	0.64
TimeCrypt+S3	0.55	0.35	0.00	0.90
TimeCrypt+S3	0.62	0.29	0.00	0.91
TimeCrypt+S3	0.51	0.23	0.00	0.75
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.46	0.27	0.00	0.73
TimeCrypt+S3	0.52	0.24	0.00	0.76
TimeCrypt+S3	0.48	0.28	0.00	0.76
TimeCrypt+S3	0.53	0.21	0.00	0.74
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.39	0.21	0.00	0.60
TimeCrypt+S3	0.53	0.45	0.00	0.97
TimeCrypt+S3	0.54	0.47	0.00	1.01
TimeCrypt+S3	0.53	0.48	0.00	1.01
TimeCrypt+S3	0.46	0.21	0.00	0.67
TimeCrypt+S3	0.43	0.21	0.00	0.64
TimeCrypt+S3	0.51	0.22	0.00	0.73
TimeCrypt+S3	0.52	0.36	0.00	0.89
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.50	0.35	0.00	0.85
TimeCrypt+S3	0.61	0.29	0.00	0.91
TimeCrypt+S3	0.41	0.21	0.00	0.62
TimeCrypt+S3	0.51	0.35	0.00	0.85
TimeCrypt+S3	0.41	0.22	0.00	0.63
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.49	0.23	0.00	0.71
TimeCrypt+S3	0.56	0.25	0.00	0.81
TimeCrypt+S3	0.50	0.39	0.00	0.89
TimeCrypt+S3	0.55	0.25	0.00	0.80
TimeCrypt+S3	0.50	0.44	0.00	0.94
TimeCrypt+S3	0.58	0.32	0.00	0.91
TimeCrypt+S3	0.45	0.22	0.00	0.66
TimeCrypt+S3	0.50	0.26	0.00	0.76
TimeCrypt+S3	0.41	0.22	0.00	0.63
TimeCrypt+S3	0.48	0.39	0.00	0.88
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.49	0.23	0.00	0.71
TimeCrypt+S3	0.44	0.23	0.00	0.68
TimeCrypt+S3	0.48	0.25	0.00	0.72
TimeCrypt+S3	1.89	0.21	0.00	2.10
TimeCrypt+S3	0.53	0.26	0.00	0.79
TimeCrypt+S3	0.46	0.22	0.00	0.69
TimeCrypt+S3	0.45	0.23	0.00	0.68
TimeCrypt+S3	0.42	0.25	0.00	0.67
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.46	0.24	0.00	0.70

*** TimeCrypt Order-Revealing Encryption MAX ***
TimeCrypt+S3	1.28	0.27	0.00	1.55
TimeCrypt+S3	0.87	0.16	0.00	1.03
TimeCrypt+S3	0.91	0.14	0.00	1.06
TimeCrypt+S3	0.90	0.15	0.00	1.05
TimeCrypt+S3	0.98	1.18	0.00	2.16
TimeCrypt+S3	0.93	0.10	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	6.02	0.10	0.00	6.12
TimeCrypt+S3	0.96	0.12	0.00	1.08
TimeCrypt+S3	0.75	0.10	0.00	0.85
TimeCrypt+S3	0.69	0.11	0.00	0.80
TimeCrypt+S3	0.67	0.19	0.00	0.86
TimeCrypt+S3	0.71	0.18	0.00	0.88
TimeCrypt+S3	0.67	0.12	0.00	0.78
TimeCrypt+S3	0.68	0.08	0.00	0.76
TimeCrypt+S3	0.56	0.09	0.00	0.66
TimeCrypt+S3	0.66	0.18	0.00	0.84
TimeCrypt+S3	0.63	0.08	0.00	0.71
TimeCrypt+S3	0.62	0.21	0.00	0.83
TimeCrypt+S3	0.61	0.08	0.00	0.68
TimeCrypt+S3	0.60	0.08	0.00	0.68
TimeCrypt+S3	0.60	0.08	0.00	0.68
TimeCrypt+S3	0.58	0.18	0.00	0.77
TimeCrypt+S3	0.67	0.13	0.00	0.81
TimeCrypt+S3	0.60	0.08	0.00	0.69
TimeCrypt+S3	0.64	0.18	0.00	0.82
TimeCrypt+S3	3.70	0.18	0.00	3.88
TimeCrypt+S3	0.66	0.18	0.00	0.84
TimeCrypt+S3	0.56	0.10	0.00	0.66
TimeCrypt+S3	0.57	0.09	0.00	0.66
TimeCrypt+S3	0.64	0.10	0.00	0.74
TimeCrypt+S3	0.58	0.10	0.00	0.68
TimeCrypt+S3	0.61	0.07	0.00	0.69
TimeCrypt+S3	0.60	0.08	0.00	0.67
TimeCrypt+S3	0.64	0.18	0.00	0.82
TimeCrypt+S3	0.61	0.08	0.00	0.69
TimeCrypt+S3	0.62	0.19	0.00	0.81
TimeCrypt+S3	0.58	0.07	0.00	0.66
TimeCrypt+S3	0.57	0.20	0.00	0.77
TimeCrypt+S3	0.61	0.08	0.00	0.69
TimeCrypt+S3	0.61	0.08	0.00	0.69
TimeCrypt+S3	0.60	0.07	0.00	0.67
TimeCrypt+S3	0.61	0.18	0.00	0.79
TimeCrypt+S3	0.53	0.08	0.00	0.61
TimeCrypt+S3	0.63	0.09	0.00	0.73
TimeCrypt+S3	0.61	0.18	0.00	0.79
TimeCrypt+S3	0.59	0.08	0.00	0.67
TimeCrypt+S3	0.62	0.08	0.00	0.70
TimeCrypt+S3	0.61	0.11	0.00	0.72
TimeCrypt+S3	0.62	0.07	0.00	0.69
TimeCrypt+S3	0.59	0.08	0.00	0.66
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	0.61	0.10	0.00	0.71
TimeCrypt+S3	0.60	0.07	0.00	0.67
TimeCrypt+S3	0.65	0.18	0.00	0.83
TimeCrypt+S3	0.54	0.07	0.00	0.62
TimeCrypt+S3	0.53	0.08	0.00	0.61
TimeCrypt+S3	0.65	0.18	0.00	0.82
TimeCrypt+S3	0.50	0.10	0.00	0.59
TimeCrypt+S3	0.53	0.10	0.00	0.64
TimeCrypt+S3	0.55	0.11	0.00	0.66
TimeCrypt+S3	0.61	0.18	0.00	0.79
TimeCrypt+S3	1.28	0.08	0.00	1.36
TimeCrypt+S3	1.06	0.10	0.00	1.16
TimeCrypt+S3	0.59	0.18	0.00	0.77
TimeCrypt+S3	0.59	0.07	0.00	0.66
TimeCrypt+S3	0.62	0.08	0.00	0.70
TimeCrypt+S3	0.61	0.08	0.00	0.69
TimeCrypt+S3	0.93	0.18	0.00	1.11
TimeCrypt+S3	0.71	0.18	0.00	0.89
TimeCrypt+S3	0.64	0.21	0.00	0.85
TimeCrypt+S3	0.52	0.07	0.00	0.60
TimeCrypt+S3	0.57	0.09	0.00	0.66
TimeCrypt+S3	0.53	0.11	0.00	0.64
TimeCrypt+S3	0.50	0.08	0.00	0.58
TimeCrypt+S3	0.56	0.08	0.00	0.64
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	0.50	0.08	0.00	0.58
TimeCrypt+S3	0.62	0.10	0.00	0.72
TimeCrypt+S3	0.61	0.07	0.00	0.68
TimeCrypt+S3	0.60	0.18	0.00	0.78
TimeCrypt+S3	0.49	0.17	0.00	0.66
TimeCrypt+S3	0.50	0.09	0.00	0.59
TimeCrypt+S3	0.48	0.07	0.00	0.56
TimeCrypt+S3	0.54	0.21	0.00	0.76
TimeCrypt+S3	0.56	0.18	0.00	0.74
TimeCrypt+S3	0.57	0.19	0.00	0.76
TimeCrypt+S3	0.55	0.18	0.00	0.73
TimeCrypt+S3	0.61	0.07	0.00	0.69
TimeCrypt+S3	0.54	0.10	0.00	0.64
TimeCrypt+S3	0.61	0.10	0.00	0.71
TimeCrypt+S3	0.59	0.08	0.00	0.66
TimeCrypt+S3	0.61	0.08	0.00	0.69
TimeCrypt+S3	0.51	0.09	0.00	0.60
TimeCrypt+S3	0.59	0.11	0.00	0.70
TimeCrypt+S3	0.69	0.16	0.00	0.86
TimeCrypt+S3	0.51	0.09	0.00	0.60
TimeCrypt+S3	0.56	0.08	0.00	0.64
TimeCrypt+S3	0.52	0.20	0.00	0.72
TimeCrypt+S3	0.54	0.09	0.00	0.63
TimeCrypt+S3	0.54	0.11	0.00	0.66
TimeCrypt+S3	0.62	0.10	0.00	0.72
TimeCrypt+S3	0.48	0.07	0.00	0.55
TimeCrypt+S3	0.54	0.11	0.00	0.65
TimeCrypt+S3	0.48	0.12	0.00	0.60
TimeCrypt+S3	0.58	0.20	0.00	0.78
TimeCrypt+S3	0.52	0.07	0.00	0.60
TimeCrypt+S3	0.51	0.08	0.00	0.60
TimeCrypt+S3	0.64	0.17	0.00	0.81
TimeCrypt+S3	0.50	0.07	0.00	0.58
TimeCrypt+S3	0.68	0.07	0.00	0.75
TimeCrypt+S3	0.58	0.08	0.00	0.66
TimeCrypt+S3	0.52	0.08	0.00	0.60
TimeCrypt+S3	0.59	0.09	0.00	0.68
TimeCrypt+S3	0.52	0.17	0.00	0.70
TimeCrypt+S3	0.62	0.08	0.00	0.70
TimeCrypt+S3	0.63	0.18	0.00	0.80
TimeCrypt+S3	0.49	0.08	0.00	0.57
TimeCrypt+S3	0.54	0.08	0.00	0.62
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	1.94	0.08	0.00	2.02
TimeCrypt+S3	0.52	0.08	0.00	0.60
TimeCrypt+S3	0.56	0.11	0.00	0.67
TimeCrypt+S3	0.47	0.08	0.00	0.56
TimeCrypt+S3	0.46	0.10	0.00	0.55
TimeCrypt+S3	0.53	0.09	0.00	0.61
TimeCrypt+S3	0.56	0.09	0.00	0.65
TimeCrypt+S3	0.55	0.13	0.00	0.68
TimeCrypt+S3	0.60	0.21	0.00	0.80
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.58	0.13	0.00	0.71
TimeCrypt+S3	0.59	0.08	0.00	0.67
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.56	0.18	0.00	0.75
TimeCrypt+S3	0.57	0.07	0.00	0.64
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.48	0.10	0.00	0.58
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.57	0.08	0.00	0.65
TimeCrypt+S3	0.55	0.18	0.00	0.73
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.66	0.17	0.00	0.84
TimeCrypt+S3	0.61	0.17	0.00	0.78
TimeCrypt+S3	1.34	1.50	0.00	2.84
TimeCrypt+S3	0.52	0.07	0.00	0.59
TimeCrypt+S3	0.54	0.08	0.00	0.62
TimeCrypt+S3	0.57	0.17	0.00	0.74
TimeCrypt+S3	0.60	0.17	0.00	0.77
TimeCrypt+S3	0.60	0.17	0.00	0.77
TimeCrypt+S3	0.51	0.12	0.00	0.63
TimeCrypt+S3	0.66	0.11	0.00	0.77
TimeCrypt+S3	0.62	0.07	0.00	0.70
TimeCrypt+S3	0.58	0.20	0.00	0.78
TimeCrypt+S3	0.60	0.09	0.00	0.69
TimeCrypt+S3	0.53	0.07	0.00	0.60
TimeCrypt+S3	0.56	0.07	0.00	0.63
TimeCrypt+S3	0.49	0.08	0.00	0.57
TimeCrypt+S3	0.56	0.17	0.00	0.73
TimeCrypt+S3	0.61	0.18	0.00	0.79
TimeCrypt+S3	0.48	0.08	0.00	0.56
TimeCrypt+S3	0.50	0.08	0.00	0.58
TimeCrypt+S3	0.61	0.09	0.00	0.70
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	0.45	0.07	0.00	0.53
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.55	0.09	0.00	0.64
TimeCrypt+S3	0.56	0.18	0.00	0.73
TimeCrypt+S3	0.58	0.07	0.00	0.65
TimeCrypt+S3	0.49	0.09	0.00	0.58
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.53	0.18	0.00	0.70
TimeCrypt+S3	0.53	0.17	0.00	0.70
TimeCrypt+S3	0.57	0.17	0.00	0.74
TimeCrypt+S3	0.66	0.10	0.00	0.76
TimeCrypt+S3	0.51	0.17	0.00	0.68
TimeCrypt+S3	0.55	0.11	0.00	0.66
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.62	0.18	0.00	0.80
TimeCrypt+S3	0.58	0.17	0.00	0.75
TimeCrypt+S3	0.52	0.17	0.00	0.69
TimeCrypt+S3	0.47	0.11	0.00	0.58
TimeCrypt+S3	0.54	0.17	0.00	0.71
TimeCrypt+S3	0.53	0.09	0.00	0.62
TimeCrypt+S3	0.47	0.09	0.00	0.56
TimeCrypt+S3	0.45	0.09	0.00	0.53
TimeCrypt+S3	0.45	0.08	0.00	0.53
TimeCrypt+S3	0.60	0.18	0.00	0.78
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.51	0.17	0.00	0.68
TimeCrypt+S3	0.64	0.08	0.00	0.72
TimeCrypt+S3	0.50	0.09	0.00	0.59
TimeCrypt+S3	0.63	0.18	0.00	0.81
TimeCrypt+S3	0.61	0.19	0.00	0.81
TimeCrypt+S3	0.57	0.07	0.00	0.65
TimeCrypt+S3	0.61	0.17	0.00	0.78
TimeCrypt+S3	0.55	0.07	0.00	0.63
TimeCrypt+S3	0.57	0.11	0.00	0.67
TimeCrypt+S3	0.56	0.09	0.00	0.66
TimeCrypt+S3	0.50	0.09	0.00	0.59
TimeCrypt+S3	0.58	0.09	0.00	0.67
TimeCrypt+S3	0.52	0.17	0.00	0.69
TimeCrypt+S3	0.57	0.08	0.00	0.65
TimeCrypt+S3	0.50	0.17	0.00	0.67
TimeCrypt+S3	0.52	0.17	0.00	0.69
TimeCrypt+S3	0.47	0.08	0.00	0.54
TimeCrypt+S3	0.53	0.09	0.00	0.62
TimeCrypt+S3	0.46	0.08	0.00	0.54
TimeCrypt+S3	0.48	0.07	0.00	0.56
TimeCrypt+S3	0.59	0.14	0.00	0.73
TimeCrypt+S3	0.57	0.07	0.00	0.65
TimeCrypt+S3	0.54	0.17	0.00	0.70
TimeCrypt+S3	0.57	0.17	0.00	0.74
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.71	0.17	0.00	0.88
TimeCrypt+S3	0.61	0.09	0.00	0.69
TimeCrypt+S3	0.48	0.10	0.00	0.57
TimeCrypt+S3	0.64	0.21	0.00	0.86
TimeCrypt+S3	0.54	0.07	0.00	0.62
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.48	0.09	0.00	0.57
TimeCrypt+S3	0.45	0.07	0.00	0.52
TimeCrypt+S3	0.60	0.17	0.00	0.78
TimeCrypt+S3	0.62	0.20	0.00	0.82
TimeCrypt+S3	1.52	0.07	0.00	1.59
TimeCrypt+S3	0.56	0.17	0.00	0.73
TimeCrypt+S3	0.56	0.17	0.00	0.73
TimeCrypt+S3	0.48	0.07	0.00	0.56
TimeCrypt+S3	0.48	0.08	0.00	0.55
TimeCrypt+S3	0.58	0.17	0.00	0.75
TimeCrypt+S3	0.66	0.09	0.00	0.74
TimeCrypt+S3	0.53	0.08	0.00	0.61
TimeCrypt+S3	0.61	0.19	0.00	0.79
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.56	0.17	0.00	0.73
TimeCrypt+S3	0.68	0.17	0.00	0.85
TimeCrypt+S3	0.62	0.17	0.00	0.79
TimeCrypt+S3	0.66	0.14	0.00	0.79
TimeCrypt+S3	0.60	0.17	0.00	0.77
TimeCrypt+S3	0.59	0.11	0.00	0.69
TimeCrypt+S3	0.49	0.07	0.00	0.57
TimeCrypt+S3	0.57	0.18	0.00	0.74
TimeCrypt+S3	0.47	0.08	0.00	0.55
TimeCrypt+S3	0.54	0.08	0.00	0.62
TimeCrypt+S3	0.57	0.08	0.00	0.66
TimeCrypt+S3	1.58	0.17	0.00	1.75
TimeCrypt+S3	0.47	0.08	0.00	0.55
TimeCrypt+S3	0.52	0.08	0.00	0.60
TimeCrypt+S3	0.50	0.09	0.00	0.59
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.53	0.08	0.00	0.61
TimeCrypt+S3	0.49	0.08	0.00	0.57
TimeCrypt+S3	0.52	0.17	0.00	0.68
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	0.54	0.10	0.00	0.64
TimeCrypt+S3	0.57	0.26	0.00	0.82
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.62	0.07	0.00	0.69
TimeCrypt+S3	0.64	0.08	0.00	0.71
TimeCrypt+S3	0.57	0.07	0.00	0.64
TimeCrypt+S3	0.55	0.07	0.00	0.62
TimeCrypt+S3	0.54	0.08	0.00	0.62
TimeCrypt+S3	0.51	0.09	0.00	0.60
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.55	0.08	0.00	0.62
TimeCrypt+S3	0.48	0.08	0.00	0.56
TimeCrypt+S3	0.55	0.07	0.00	0.62
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.47	0.07	0.00	0.54
TimeCrypt+S3	0.41	0.09	0.00	0.50
TimeCrypt+S3	0.51	0.09	0.00	0.60
TimeCrypt+S3	0.57	0.10	0.00	0.67
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.53	0.09	0.00	0.63
TimeCrypt+S3	0.52	0.07	0.00	0.60
TimeCrypt+S3	0.51	0.07	0.00	0.58
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.50	0.07	0.00	0.57
TimeCrypt+S3	0.56	0.09	0.00	0.65
TimeCrypt+S3	0.59	0.17	0.00	0.76
TimeCrypt+S3	0.49	0.09	0.00	0.58
TimeCrypt+S3	0.51	0.07	0.00	0.58
TimeCrypt+S3	0.60	0.17	0.00	0.77
TimeCrypt+S3	0.50	0.08	0.00	0.58
TimeCrypt+S3	0.55	0.17	0.00	0.71
TimeCrypt+S3	0.52	0.07	0.00	0.59
TimeCrypt+S3	0.82	0.08	0.00	0.90
TimeCrypt+S3	0.46	0.10	0.00	0.56
TimeCrypt+S3	0.66	0.17	0.00	0.83
TimeCrypt+S3	0.58	0.17	0.00	0.75
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.54	0.09	0.00	0.63
TimeCrypt+S3	0.56	0.09	0.00	0.65
TimeCrypt+S3	0.62	0.18	0.00	0.79
TimeCrypt+S3	0.51	0.07	0.00	0.58
TimeCrypt+S3	0.48	0.09	0.00	0.57
TimeCrypt+S3	0.49	0.08	0.00	0.56
TimeCrypt+S3	0.58	0.17	0.00	0.75
TimeCrypt+S3	0.62	0.17	0.00	0.79
TimeCrypt+S3	0.56	0.08	0.00	0.63
TimeCrypt+S3	0.58	0.08	0.00	0.66
TimeCrypt+S3	0.53	0.08	0.00	0.60
TimeCrypt+S3	0.49	0.10	0.00	0.59
TimeCrypt+S3	0.62	0.17	0.00	0.80
TimeCrypt+S3	0.47	0.07	0.00	0.54
TimeCrypt+S3	0.55	0.17	0.00	0.71
TimeCrypt+S3	0.55	0.20	0.00	0.74
TimeCrypt+S3	0.56	0.07	0.00	0.64
TimeCrypt+S3	0.52	0.20	0.00	0.72
TimeCrypt+S3	0.55	0.17	0.00	0.72
TimeCrypt+S3	0.59	0.17	0.00	0.75
TimeCrypt+S3	0.54	0.17	0.00	0.71
TimeCrypt+S3	0.51	0.18	0.00	0.69
TimeCrypt+S3	0.49	0.07	0.00	0.56
TimeCrypt+S3	0.55	0.17	0.00	0.71
TimeCrypt+S3	0.59	0.16	0.00	0.75
TimeCrypt+S3	0.55	0.07	0.00	0.63
TimeCrypt+S3	0.57	0.08	0.00	0.65
TimeCrypt+S3	0.51	0.07	0.00	0.59
TimeCrypt+S3	1.97	0.12	0.00	2.09
TimeCrypt+S3	0.49	0.08	0.00	0.57
TimeCrypt+S3	0.57	0.17	0.00	0.74
TimeCrypt+S3	0.55	0.17	0.00	0.71
TimeCrypt+S3	0.53	0.17	0.00	0.70
TimeCrypt+S3	0.53	0.08	0.00	0.61
TimeCrypt+S3	0.52	0.17	0.00	0.69
TimeCrypt+S3	0.56	0.07	0.00	0.63
TimeCrypt+S3	0.58	0.17	0.00	0.75
TimeCrypt+S3	0.54	0.07	0.00	0.62
TimeCrypt+S3	0.49	0.07	0.00	0.56
TimeCrypt+S3	0.49	0.07	0.00	0.56
TimeCrypt+S3	0.56	0.09	0.00	0.64
TimeCrypt+S3	0.50	0.07	0.00	0.57
TimeCrypt+S3	0.52	0.07	0.00	0.59
TimeCrypt+S3	0.55	0.08	0.00	0.63
TimeCrypt+S3	0.62	0.10	0.00	0.73
TimeCrypt+S3	0.63	0.08	0.00	0.71
TimeCrypt+S3	0.54	0.07	0.00	0.61
TimeCrypt+S3	0.55	0.07	0.00	0.62
TimeCrypt+S3	0.46	0.07	0.00	0.53
TimeCrypt+S3	0.46	0.09	0.00	0.54
TimeCrypt+S3	0.62	0.07	0.00	0.69
TimeCrypt+S3	0.51	0.08	0.00	0.59
TimeCrypt+S3	0.51	0.10	0.00	0.61
TimeCrypt+S3	0.49	0.09	0.00	0.58
TimeCrypt+S3	0.54	0.09	0.00	0.63
TimeCrypt+S3	0.47	0.17	0.00	0.65
TimeCrypt+S3	0.52	0.09	0.00	0.60
TimeCrypt+S3	0.42	0.07	0.00	0.49
TimeCrypt+S3	0.52	0.08	0.00	0.60
TimeCrypt+S3	0.43	0.07	0.00	0.50
TimeCrypt+S3	1.56	0.07	0.00	1.63
TimeCrypt+S3	0.45	0.16	0.00	0.62
TimeCrypt+S3	0.47	0.10	0.00	0.57
TimeCrypt+S3	0.45	0.08	0.00	0.54
TimeCrypt+S3	0.58	0.09	0.00	0.67
TimeCrypt+S3	0.50	0.13	0.00	0.63
TimeCrypt+S3	0.50	0.08	0.00	0.58
TimeCrypt+S3	0.54	0.08	0.00	0.62
TimeCrypt+S3	0.52	0.08	0.00	0.59
TimeCrypt+S3	0.47	0.08	0.00	0.54
TimeCrypt+S3	0.49	0.07	0.00	0.56
TimeCrypt+S3	0.59	0.07	0.00	0.66
TimeCrypt+S3	0.54	0.07	0.00	0.62
TimeCrypt+S3	0.51	0.17	0.00	0.68
TimeCrypt+S3	0.47	0.07	0.00	0.55
TimeCrypt+S3	0.48	0.10	0.00	0.58
TimeCrypt+S3	0.52	0.10	0.00	0.61
TimeCrypt+S3	0.45	0.08	0.00	0.54
TimeCrypt+S3	0.56	0.09	0.00	0.64
TimeCrypt+S3	0.47	0.11	0.00	0.58
TimeCrypt+S3	0.46	0.07	0.00	0.53
