Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** Baseline SUM ***
TimeCrypt+S3	0.52	0.26	0.00	0.77
TimeCrypt+S3	0.53	0.42	0.00	0.94
TimeCrypt+S3	0.43	0.22	0.00	0.65
TimeCrypt+S3	1.62	0.26	0.00	1.88
TimeCrypt+S3	0.42	0.22	0.00	0.63
TimeCrypt+S3	0.45	0.27	0.00	0.72
TimeCrypt+S3	0.42	0.27	0.00	0.69
TimeCrypt+S3	0.36	0.25	0.00	0.61
TimeCrypt+S3	0.48	0.23	0.00	0.72
TimeCrypt+S3	0.43	0.23	0.00	0.66
TimeCrypt+S3	0.41	0.22	0.00	0.63
TimeCrypt+S3	0.41	0.25	0.00	0.66
TimeCrypt+S3	1.51	0.24	0.00	1.75
TimeCrypt+S3	0.50	0.26	0.00	0.76
TimeCrypt+S3	0.45	0.25	0.00	0.69
TimeCrypt+S3	0.44	0.21	0.00	0.66
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.43	0.24	0.00	0.68
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.42	0.27	0.00	0.69
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.47	0.25	0.00	0.73
TimeCrypt+S3	0.43	0.24	0.00	0.66
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.46	0.21	0.00	0.68
TimeCrypt+S3	0.45	0.33	0.00	0.78
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.40	0.22	0.00	0.62
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	0.49	0.48	0.00	0.97
TimeCrypt+S3	0.54	0.23	0.00	0.78
TimeCrypt+S3	0.44	0.23	0.00	0.68
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.44	0.25	0.00	0.69
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.55	0.23	0.00	0.78
TimeCrypt+S3	0.52	0.22	0.00	0.73
TimeCrypt+S3	0.50	0.21	0.00	0.72
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.46	0.21	0.00	0.67
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.44	0.22	0.00	0.66
TimeCrypt+S3	0.39	0.25	0.00	0.64
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.55	0.35	0.00	0.91
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.52	0.26	0.00	0.77
TimeCrypt+S3	0.55	0.31	0.00	0.86
TimeCrypt+S3	0.50	0.48	0.00	0.98
TimeCrypt+S3	0.38	0.24	0.00	0.62
TimeCrypt+S3	1.36	0.24	0.00	1.60
TimeCrypt+S3	0.40	0.27	0.00	0.67
TimeCrypt+S3	0.46	0.22	0.00	0.67
TimeCrypt+S3	0.49	0.34	0.00	0.83
TimeCrypt+S3	0.49	0.26	0.00	0.74
TimeCrypt+S3	0.47	0.33	0.00	0.80
TimeCrypt+S3	1.77	0.31	0.00	2.07
TimeCrypt+S3	0.45	0.46	0.00	0.91
TimeCrypt+S3	0.45	0.23	0.00	0.68
TimeCrypt+S3	0.46	0.43	0.00	0.89
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.46	0.25	0.00	0.71
TimeCrypt+S3	0.43	0.23	0.00	0.66
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.45	0.23	0.00	0.68
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.46	0.22	0.00	0.67
TimeCrypt+S3	0.44	0.26	0.00	0.71
TimeCrypt+S3	0.49	0.25	0.00	0.73
TimeCrypt+S3	0.38	0.25	0.00	0.62
TimeCrypt+S3	0.47	0.21	0.00	0.69
TimeCrypt+S3	0.42	0.24	0.00	0.67
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.42	0.22	0.00	0.64
TimeCrypt+S3	0.48	0.28	0.00	0.75
TimeCrypt+S3	0.50	0.28	0.00	0.78
TimeCrypt+S3	0.42	0.24	0.00	0.66
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.48	0.43	0.00	0.91
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.68	0.25	0.00	0.94
TimeCrypt+S3	0.50	0.27	0.00	0.77
TimeCrypt+S3	0.61	0.24	0.00	0.85
TimeCrypt+S3	0.42	0.24	0.00	0.67
TimeCrypt+S3	0.49	0.26	0.00	0.75
TimeCrypt+S3	0.54	0.38	0.00	0.92
TimeCrypt+S3	0.49	0.24	0.00	0.72
TimeCrypt+S3	0.55	0.32	0.00	0.86
TimeCrypt+S3	0.63	0.50	0.00	1.12
TimeCrypt+S3	0.56	0.21	0.00	0.78
TimeCrypt+S3	0.55	0.23	0.00	0.78
TimeCrypt+S3	0.58	0.26	0.00	0.83
TimeCrypt+S3	0.53	0.23	0.00	0.77
TimeCrypt+S3	0.50	0.24	0.00	0.73
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.52	0.41	0.00	0.94
TimeCrypt+S3	0.53	0.23	0.00	0.76
TimeCrypt+S3	0.50	0.40	0.00	0.89
TimeCrypt+S3	0.50	0.34	0.00	0.84
TimeCrypt+S3	0.40	0.21	0.00	0.61
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.50	0.23	0.00	0.72
TimeCrypt+S3	0.49	0.37	0.00	0.86
TimeCrypt+S3	0.51	0.25	0.00	0.77
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.49	0.24	0.00	0.72
TimeCrypt+S3	0.46	0.21	0.00	0.67
TimeCrypt+S3	0.49	0.27	0.00	0.77
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.46	0.25	0.00	0.72
TimeCrypt+S3	0.52	0.23	0.00	0.75
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.43	0.39	0.00	0.82
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.56	0.39	0.00	0.95
TimeCrypt+S3	0.51	0.36	0.00	0.86
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.47	0.36	0.00	0.82
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.45	0.23	0.00	0.68
TimeCrypt+S3	0.50	0.41	0.00	0.90
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.42	0.21	0.00	0.63
TimeCrypt+S3	0.50	0.35	0.00	0.85
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.48	0.43	0.00	0.91
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.52	0.26	0.00	0.78
TimeCrypt+S3	0.49	0.41	0.00	0.91
TimeCrypt+S3	0.44	0.23	0.00	0.67
TimeCrypt+S3	0.51	0.43	0.00	0.94
TimeCrypt+S3	0.51	0.46	0.00	0.96
TimeCrypt+S3	0.49	0.27	0.00	0.76
TimeCrypt+S3	0.41	0.21	0.00	0.62
TimeCrypt+S3	0.52	0.25	0.00	0.78
TimeCrypt+S3	0.45	0.23	0.00	0.69
TimeCrypt+S3	0.56	0.22	0.00	0.77
TimeCrypt+S3	0.47	0.21	0.00	0.69
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.49	0.22	0.00	0.71
TimeCrypt+S3	0.47	0.22	0.00	0.69
TimeCrypt+S3	0.45	0.27	0.00	0.72
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.43	0.23	0.00	0.66
TimeCrypt+S3	0.41	0.24	0.00	0.64
TimeCrypt+S3	0.44	0.45	0.00	0.90
TimeCrypt+S3	0.54	0.36	0.00	0.90
TimeCrypt+S3	0.46	0.21	0.00	0.68
TimeCrypt+S3	0.52	0.27	0.00	0.79
TimeCrypt+S3	0.46	0.26	0.00	0.71
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.49	0.27	0.00	0.75
TimeCrypt+S3	0.47	0.27	0.00	0.75
TimeCrypt+S3	0.52	0.39	0.00	0.91
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.48	0.22	0.00	0.70
TimeCrypt+S3	1.49	0.25	0.00	1.74
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.45	0.41	0.00	0.86
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.45	0.24	0.00	0.69
TimeCrypt+S3	0.52	0.45	0.00	0.97
TimeCrypt+S3	0.53	0.32	0.00	0.84
TimeCrypt+S3	0.39	0.25	0.00	0.63
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.59	0.32	0.00	0.90
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.53	0.48	0.00	1.01
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.58	0.39	0.00	0.98
TimeCrypt+S3	0.38	0.26	0.00	0.64
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.49	0.41	0.00	0.90
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.49	0.40	0.00	0.89
TimeCrypt+S3	0.39	0.24	0.00	0.63
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.52	0.23	0.00	0.75
TimeCrypt+S3	0.42	0.28	0.00	0.70
TimeCrypt+S3	0.38	0.21	0.00	0.59
TimeCrypt+S3	0.48	0.29	0.00	0.77
TimeCrypt+S3	0.48	0.25	0.00	0.73
TimeCrypt+S3	0.40	0.23	0.00	0.64
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.44	0.24	0.00	0.67
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.48	0.21	0.00	0.70
TimeCrypt+S3	0.38	0.24	0.00	0.61
TimeCrypt+S3	0.42	0.24	0.00	0.66
TimeCrypt+S3	0.52	0.28	0.00	0.80
TimeCrypt+S3	0.42	0.23	0.00	0.65
TimeCrypt+S3	0.50	0.34	0.00	0.84
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.51	0.26	0.00	0.77
TimeCrypt+S3	0.41	0.25	0.00	0.66
TimeCrypt+S3	0.57	0.38	0.00	0.95
TimeCrypt+S3	0.44	0.25	0.00	0.70
TimeCrypt+S3	0.53	0.22	0.00	0.74
TimeCrypt+S3	0.45	0.22	0.00	0.67
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.45	0.44	0.00	0.90
TimeCrypt+S3	0.53	0.23	0.00	0.76
TimeCrypt+S3	0.40	0.23	0.00	0.63
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.61	0.21	0.00	0.83
TimeCrypt+S3	0.52	0.44	0.00	0.96
TimeCrypt+S3	0.51	0.42	0.00	0.93
TimeCrypt+S3	0.47	0.27	0.00	0.73
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.49	0.39	0.00	0.88
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.39	0.24	0.00	0.63
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.48	0.22	0.00	0.70
TimeCrypt+S3	0.56	0.37	0.00	0.93
TimeCrypt+S3	0.47	0.41	0.00	0.88
TimeCrypt+S3	0.49	0.35	0.00	0.84
TimeCrypt+S3	0.53	0.31	0.00	0.84
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.54	0.22	0.00	0.76
TimeCrypt+S3	0.47	0.22	0.00	0.69
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.55	0.25	0.00	0.80
TimeCrypt+S3	0.61	0.29	0.00	0.90
TimeCrypt+S3	0.57	0.33	0.00	0.90
TimeCrypt+S3	0.41	0.25	0.00	0.66
TimeCrypt+S3	0.44	0.43	0.00	0.87
TimeCrypt+S3	0.46	0.40	0.00	0.86
TimeCrypt+S3	0.40	0.21	0.00	0.60
TimeCrypt+S3	0.41	0.43	0.00	0.85
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.44	0.23	0.00	0.67
TimeCrypt+S3	0.42	0.23	0.00	0.65
TimeCrypt+S3	0.51	0.23	0.00	0.75
TimeCrypt+S3	0.45	0.24	0.00	0.69
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.42	0.22	0.00	0.64
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.37	0.24	0.00	0.61
TimeCrypt+S3	0.48	0.23	0.00	0.72
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.37	0.26	0.00	0.63
TimeCrypt+S3	0.42	0.23	0.00	0.65
TimeCrypt+S3	0.48	0.24	0.00	0.71
TimeCrypt+S3	0.44	0.37	0.00	0.81
TimeCrypt+S3	0.42	0.23	0.00	0.65
TimeCrypt+S3	0.39	0.26	0.00	0.65
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.43	0.21	0.00	0.64
TimeCrypt+S3	0.38	0.23	0.00	0.62
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.43	0.26	0.00	0.69
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.42	0.25	0.00	0.68
TimeCrypt+S3	0.53	0.49	0.00	1.02
TimeCrypt+S3	0.49	0.23	0.00	0.73
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.50	0.27	0.00	0.77
TimeCrypt+S3	0.52	0.36	0.00	0.88
TimeCrypt+S3	0.51	0.32	0.00	0.83
TimeCrypt+S3	0.54	0.38	0.00	0.92
TimeCrypt+S3	0.50	0.26	0.00	0.76
TimeCrypt+S3	0.49	0.23	0.00	0.73
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.49	0.32	0.00	0.81
TimeCrypt+S3	0.47	0.22	0.00	0.68
TimeCrypt+S3	0.52	0.24	0.00	0.76
TimeCrypt+S3	0.47	0.21	0.00	0.69
TimeCrypt+S3	0.56	0.45	0.00	1.01
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.44	0.25	0.00	0.69
TimeCrypt+S3	0.41	0.24	0.00	0.65
TimeCrypt+S3	0.46	0.40	0.00	0.86
TimeCrypt+S3	0.47	0.34	0.00	0.81
TimeCrypt+S3	0.60	0.22	0.00	0.81
TimeCrypt+S3	0.51	0.34	0.00	0.85
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.44	0.22	0.00	0.66
TimeCrypt+S3	0.55	0.29	0.00	0.84
TimeCrypt+S3	0.50	0.42	0.00	0.92
TimeCrypt+S3	0.47	0.26	0.00	0.72
TimeCrypt+S3	0.43	0.23	0.00	0.67
TimeCrypt+S3	0.48	0.39	0.00	0.86
TimeCrypt+S3	0.54	0.35	0.00	0.89
TimeCrypt+S3	0.50	0.42	0.00	0.92
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.54	0.45	0.00	0.99
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.44	0.24	0.00	0.67
TimeCrypt+S3	0.38	0.46	0.00	0.84
TimeCrypt+S3	0.36	0.51	0.00	0.87
TimeCrypt+S3	0.39	0.25	0.00	0.64
TimeCrypt+S3	0.51	0.37	0.00	0.88
TimeCrypt+S3	0.48	0.41	0.00	0.90
TimeCrypt+S3	0.46	0.23	0.00	0.70
TimeCrypt+S3	0.46	0.34	0.00	0.79
TimeCrypt+S3	0.39	0.22	0.00	0.61
TimeCrypt+S3	0.38	0.24	0.00	0.62
TimeCrypt+S3	7.79	0.26	0.00	8.05
TimeCrypt+S3	0.41	0.39	0.00	0.80
TimeCrypt+S3	0.41	0.47	0.00	0.89
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.52	0.41	0.00	0.93
TimeCrypt+S3	0.46	0.43	0.00	0.90
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.54	0.24	0.00	0.79
TimeCrypt+S3	0.51	0.24	0.00	0.76
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.41	0.27	0.00	0.68
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	1.51	0.24	0.00	1.75
TimeCrypt+S3	0.43	0.26	0.00	0.69
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.56	0.36	0.00	0.92
TimeCrypt+S3	0.51	0.26	0.00	0.78
TimeCrypt+S3	0.49	0.29	0.00	0.78
TimeCrypt+S3	0.42	0.25	0.00	0.67
TimeCrypt+S3	0.40	0.26	0.00	0.66
TimeCrypt+S3	0.36	0.21	0.00	0.57
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.47	0.22	0.00	0.70
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.43	0.23	0.00	0.66
TimeCrypt+S3	0.40	0.27	0.00	0.67
TimeCrypt+S3	0.47	0.24	0.00	0.70
TimeCrypt+S3	0.41	0.25	0.00	0.66
TimeCrypt+S3	0.46	0.25	0.00	0.72
TimeCrypt+S3	0.54	0.45	0.00	0.99
TimeCrypt+S3	0.44	0.22	0.00	0.67
TimeCrypt+S3	0.49	0.24	0.00	0.74
TimeCrypt+S3	0.53	0.22	0.00	0.75
TimeCrypt+S3	0.52	0.22	0.00	0.74
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.48	0.39	0.00	0.87
TimeCrypt+S3	0.59	0.24	0.00	0.83
TimeCrypt+S3	0.52	0.23	0.00	0.76
TimeCrypt+S3	0.57	0.44	0.00	1.01
TimeCrypt+S3	0.54	0.24	0.00	0.79
TimeCrypt+S3	0.53	0.37	0.00	0.90
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.40	0.23	0.00	0.63
TimeCrypt+S3	0.54	0.28	0.00	0.83
TimeCrypt+S3	0.42	0.25	0.00	0.66
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.47	0.27	0.00	0.74
TimeCrypt+S3	0.42	0.23	0.00	0.66
TimeCrypt+S3	0.43	0.25	0.00	0.68
TimeCrypt+S3	0.38	0.23	0.00	0.61
TimeCrypt+S3	0.43	0.21	0.00	0.64
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.39	0.21	0.00	0.60
TimeCrypt+S3	0.40	0.22	0.00	0.62
TimeCrypt+S3	0.40	0.25	0.00	0.65
TimeCrypt+S3	0.45	0.24	0.00	0.68
TimeCrypt+S3	0.49	0.41	0.00	0.91
TimeCrypt+S3	0.44	0.39	0.00	0.83
TimeCrypt+S3	0.48	0.38	0.00	0.86
TimeCrypt+S3	0.41	0.23	0.00	0.65
TimeCrypt+S3	0.40	0.23	0.00	0.64
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.51	0.26	0.00	0.77
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.46	0.25	0.00	0.71
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.51	0.48	0.00	0.98
TimeCrypt+S3	0.53	0.47	0.00	1.00
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.39	0.27	0.00	0.66
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.45	0.24	0.00	0.69
TimeCrypt+S3	0.41	0.24	0.00	0.65
TimeCrypt+S3	0.50	0.23	0.00	0.72
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.51	0.22	0.00	0.73
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.52	0.22	0.00	0.74
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.47	0.22	0.00	0.70
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.58	0.21	0.00	0.80
TimeCrypt+S3	0.51	0.26	0.00	0.76
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.50	0.24	0.00	0.75
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.39	0.24	0.00	0.63
TimeCrypt+S3	0.68	0.25	0.00	0.93
TimeCrypt+S3	0.51	0.21	0.00	0.73
TimeCrypt+S3	0.53	0.21	0.00	0.74
TimeCrypt+S3	0.51	0.24	0.00	0.76
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.43	0.22	0.00	0.65
TimeCrypt+S3	0.52	0.26	0.00	0.78
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.44	0.22	0.00	0.66
TimeCrypt+S3	0.58	0.21	0.00	0.79
TimeCrypt+S3	0.54	0.45	0.00	0.99
TimeCrypt+S3	0.52	0.40	0.00	0.92
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.49	0.25	0.00	0.73
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.61	0.38	0.00	0.99
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.63	0.33	0.00	0.96
TimeCrypt+S3	0.46	0.47	0.00	0.94
TimeCrypt+S3	0.38	0.21	0.00	0.60
TimeCrypt+S3	0.40	0.27	0.00	0.67
TimeCrypt+S3	1.05	0.25	0.00	1.30
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.39	0.26	0.00	0.65
TimeCrypt+S3	0.48	0.22	0.00	0.70
TimeCrypt+S3	0.44	0.26	0.00	0.70
TimeCrypt+S3	0.44	0.44	0.00	0.88
TimeCrypt+S3	0.42	0.21	0.00	0.63
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.46	0.21	0.00	0.67
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.44	0.45	0.00	0.89
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.46	0.21	0.00	0.67
TimeCrypt+S3	0.39	0.21	0.00	0.60
TimeCrypt+S3	0.48	0.24	0.00	0.71
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.48	0.22	0.00	0.71
TimeCrypt+S3	0.51	0.48	0.00	0.99
TimeCrypt+S3	0.55	0.24	0.00	0.78
TimeCrypt+S3	0.79	0.24	0.00	1.03
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.41	0.23	0.00	0.64
TimeCrypt+S3	0.46	0.25	0.00	0.71
TimeCrypt+S3	0.43	0.25	0.00	0.68
TimeCrypt+S3	0.49	0.26	0.00	0.76
TimeCrypt+S3	0.43	0.23	0.00	0.67
TimeCrypt+S3	0.46	0.47	0.00	0.93
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.41	0.26	0.00	0.66
TimeCrypt+S3	0.50	0.44	0.00	0.94
TimeCrypt+S3	0.50	0.23	0.00	0.74
TimeCrypt+S3	0.55	0.22	0.00	0.77
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.49	0.44	0.00	0.93
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.49	0.48	0.00	0.97
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.48	0.40	0.00	0.88
TimeCrypt+S3	0.56	0.48	0.00	1.04
TimeCrypt+S3	0.55	0.48	0.00	1.03
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.62	0.23	0.00	0.85
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.41	0.25	0.00	0.65
TimeCrypt+S3	1.24	0.21	0.00	1.45
TimeCrypt+S3	0.54	0.25	0.00	0.79
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	1.47	0.23	0.00	1.71
TimeCrypt+S3	0.48	0.23	0.00	0.70
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.57	0.26	0.00	0.83
TimeCrypt+S3	0.50	0.27	0.00	0.77
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.56	0.25	0.00	0.81
TimeCrypt+S3	0.44	2.97	0.00	3.40
TimeCrypt+S3	1.85	0.22	0.00	2.07
TimeCrypt+S3	0.53	0.44	0.00	0.97
TimeCrypt+S3	0.46	0.40	0.00	0.85
TimeCrypt+S3	0.43	0.25	0.00	0.68
TimeCrypt+S3	0.42	0.25	0.00	0.67
TimeCrypt+S3	0.46	0.37	0.00	0.83
TimeCrypt+S3	0.42	0.21	0.00	0.63
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.40	0.23	0.00	0.64
TimeCrypt+S3	0.48	0.39	0.00	0.87
TimeCrypt+S3	0.41	0.21	0.00	0.63
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.43	0.39	0.00	0.82
TimeCrypt+S3	0.49	0.21	0.00	0.71
TimeCrypt+S3	0.44	0.47	0.00	0.91
