Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** Baseline SUM ***
TimeCrypt+S3	2.43	3.10	0.00	5.53
TimeCrypt+S3	0.57	3.35	0.00	3.91
TimeCrypt+S3	1.20	3.47	0.00	4.68
TimeCrypt+S3	1.82	3.26	0.00	5.08
TimeCrypt+S3	2.43	3.34	0.00	5.77
TimeCrypt+S3	0.47	3.38	0.00	3.86
TimeCrypt+S3	1.21	3.75	0.00	4.96
TimeCrypt+S3	1.73	3.42	0.00	5.15
TimeCrypt+S3	2.38	3.12	0.00	5.50
TimeCrypt+S3	0.43	3.46	0.00	3.89
TimeCrypt+S3	1.09	3.47	0.00	4.56
TimeCrypt+S3	1.75	3.44	0.00	5.19
TimeCrypt+S3	2.39	3.49	0.00	5.88
TimeCrypt+S3	0.45	3.39	0.00	3.84
TimeCrypt+S3	1.10	3.53	0.00	4.63
TimeCrypt+S3	1.77	3.35	0.00	5.12
TimeCrypt+S3	2.37	3.36	0.00	5.72
TimeCrypt+S3	0.53	3.41	0.00	3.94
TimeCrypt+S3	1.19	3.35	0.00	4.53
TimeCrypt+S3	1.79	3.19	0.00	4.98
TimeCrypt+S3	2.38	3.11	0.00	5.49
TimeCrypt+S3	0.49	3.27	0.00	3.76
TimeCrypt+S3	1.20	3.35	0.00	4.55
TimeCrypt+S3	1.74	3.59	0.00	5.32
TimeCrypt+S3	2.39	3.21	0.00	5.60
TimeCrypt+S3	0.54	3.25	0.00	3.80
TimeCrypt+S3	1.11	3.52	0.00	4.63
TimeCrypt+S3	1.73	3.30	0.00	5.03
TimeCrypt+S3	2.40	3.40	0.00	5.81
TimeCrypt+S3	0.46	3.34	0.00	3.80
TimeCrypt+S3	1.23	3.53	0.00	4.75
TimeCrypt+S3	1.93	3.48	0.00	5.41
TimeCrypt+S3	2.37	3.35	0.00	5.71
TimeCrypt+S3	0.51	3.48	0.00	3.99
TimeCrypt+S3	1.15	3.55	0.00	4.70
TimeCrypt+S3	0.53	3.52	0.00	4.05

*** TimeCrypt Order-Preserving Encryption MAX ***
TimeCrypt+S3	0.94	0.45	0.00	1.39
TimeCrypt+S3	0.79	0.38	0.00	1.16
TimeCrypt+S3	0.52	0.27	0.00	0.79
TimeCrypt+S3	0.59	0.33	0.00	0.92
TimeCrypt+S3	0.68	0.29	0.00	0.97
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	0.49	0.23	0.00	0.71
TimeCrypt+S3	0.51	0.24	0.00	0.76
TimeCrypt+S3	0.69	0.33	0.00	1.02
TimeCrypt+S3	0.56	0.38	0.00	0.94
TimeCrypt+S3	0.55	0.28	0.00	0.83
TimeCrypt+S3	0.51	0.27	0.00	0.78
TimeCrypt+S3	0.53	0.28	0.00	0.81
TimeCrypt+S3	0.48	0.27	0.00	0.75
TimeCrypt+S3	0.57	0.29	0.00	0.86
TimeCrypt+S3	0.49	0.27	0.00	0.77
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.57	0.44	0.00	1.00
TimeCrypt+S3	0.50	0.28	0.00	0.78
TimeCrypt+S3	0.60	0.23	0.00	0.83
TimeCrypt+S3	0.52	0.26	0.00	0.78
TimeCrypt+S3	0.57	0.24	0.00	0.81
TimeCrypt+S3	0.54	0.45	0.00	0.99
TimeCrypt+S3	0.49	0.26	0.00	0.75
TimeCrypt+S3	0.61	0.22	0.00	0.83
TimeCrypt+S3	0.54	0.23	0.00	0.78
TimeCrypt+S3	0.57	0.26	0.00	0.82
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.55	0.33	0.00	0.88
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.49	0.30	0.00	0.79
TimeCrypt+S3	10.88	0.23	0.00	11.11
TimeCrypt+S3	0.52	0.26	0.00	0.77
TimeCrypt+S3	0.51	0.21	0.00	0.73
TimeCrypt+S3	0.50	0.35	0.00	0.85
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.64	0.22	0.00	0.86
TimeCrypt+S3	0.55	0.22	0.00	0.76
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.52	0.41	0.00	0.93
TimeCrypt+S3	0.68	0.23	0.00	0.91
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.49	0.25	0.00	0.73
TimeCrypt+S3	0.55	0.33	0.00	0.88
TimeCrypt+S3	0.60	0.21	0.00	0.82
TimeCrypt+S3	0.44	0.23	0.00	0.68
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.43	0.22	0.00	0.65
TimeCrypt+S3	1.66	0.25	0.00	1.92
TimeCrypt+S3	0.60	0.40	0.00	1.00
TimeCrypt+S3	0.41	0.22	0.00	0.62
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.55	0.25	0.00	0.80
TimeCrypt+S3	0.43	0.26	0.00	0.69
TimeCrypt+S3	0.45	0.27	0.00	0.72
TimeCrypt+S3	0.50	0.27	0.00	0.77
TimeCrypt+S3	0.51	0.27	0.00	0.77
TimeCrypt+S3	0.45	0.23	0.00	0.68
TimeCrypt+S3	0.48	0.26	0.00	0.75
TimeCrypt+S3	0.49	0.28	0.00	0.77
TimeCrypt+S3	0.59	0.41	0.00	1.00
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.42	0.24	0.00	0.66
TimeCrypt+S3	0.63	0.28	0.00	0.91
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.62	0.34	0.00	0.95
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.65	0.31	0.00	0.96
TimeCrypt+S3	0.56	0.23	0.00	0.79
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.50	0.23	0.00	0.74
TimeCrypt+S3	0.45	0.24	0.00	0.69
TimeCrypt+S3	0.52	0.46	0.00	0.98
TimeCrypt+S3	0.52	0.41	0.00	0.93
TimeCrypt+S3	0.57	0.40	0.00	0.97
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.53	0.34	0.00	0.87
TimeCrypt+S3	0.53	0.30	0.00	0.82
TimeCrypt+S3	0.50	0.25	0.00	0.74
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.54	0.42	0.00	0.96
TimeCrypt+S3	0.58	0.32	0.00	0.91
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.61	0.21	0.00	0.82
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.54	0.25	0.00	0.78
TimeCrypt+S3	0.53	0.25	0.00	0.78
TimeCrypt+S3	0.66	0.26	0.00	0.92
TimeCrypt+S3	0.52	0.21	0.00	0.74
TimeCrypt+S3	0.57	0.49	0.00	1.07
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	10.40	0.32	0.00	10.73
TimeCrypt+S3	0.55	0.22	0.00	0.77
TimeCrypt+S3	0.58	0.26	0.00	0.85
TimeCrypt+S3	0.60	0.22	0.00	0.82
TimeCrypt+S3	0.51	0.38	0.00	0.88
TimeCrypt+S3	0.48	0.22	0.00	0.70
TimeCrypt+S3	0.54	0.22	0.00	0.75
TimeCrypt+S3	0.57	0.24	0.00	0.81
TimeCrypt+S3	0.58	0.24	0.00	0.82
TimeCrypt+S3	0.51	0.21	0.00	0.73
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.56	0.38	0.00	0.94
TimeCrypt+S3	0.53	0.26	0.00	0.78
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.52	0.27	0.00	0.80
TimeCrypt+S3	0.57	0.23	0.00	0.79
TimeCrypt+S3	0.53	0.31	0.00	0.84
TimeCrypt+S3	0.50	0.21	0.00	0.72
TimeCrypt+S3	0.64	0.45	0.00	1.09
TimeCrypt+S3	0.51	0.26	0.00	0.77
TimeCrypt+S3	0.67	0.24	0.00	0.91
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.54	0.26	0.00	0.80
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.56	0.35	0.00	0.90
TimeCrypt+S3	0.69	0.41	0.00	1.10
TimeCrypt+S3	0.49	0.22	0.00	0.71
TimeCrypt+S3	0.43	2.01	0.00	2.44
TimeCrypt+S3	0.53	0.22	0.00	0.75
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.55	0.23	0.00	0.79
TimeCrypt+S3	0.48	0.23	0.00	0.71
TimeCrypt+S3	0.52	0.39	0.00	0.91
TimeCrypt+S3	0.46	0.45	0.00	0.91
TimeCrypt+S3	0.52	0.30	0.00	0.82
TimeCrypt+S3	0.57	0.46	0.00	1.03
TimeCrypt+S3	0.55	0.24	0.00	0.79
TimeCrypt+S3	0.54	0.24	0.00	0.77
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.58	0.33	0.00	0.91
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.49	0.22	0.00	0.71
TimeCrypt+S3	0.55	0.27	0.00	0.82
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.59	0.22	0.00	0.81
TimeCrypt+S3	0.58	0.35	0.00	0.93
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.61	0.33	0.00	0.94
TimeCrypt+S3	0.55	0.38	0.00	0.93
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	1.60	0.27	0.00	1.87
TimeCrypt+S3	0.58	0.26	0.00	0.85
TimeCrypt+S3	0.63	0.33	0.00	0.96
TimeCrypt+S3	0.59	0.21	0.00	0.80
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.56	0.23	0.00	0.80
TimeCrypt+S3	0.61	0.21	0.00	0.82
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.52	0.23	0.00	0.75
TimeCrypt+S3	10.83	0.26	0.00	11.09
TimeCrypt+S3	0.53	0.23	0.00	0.76
TimeCrypt+S3	8.10	0.26	0.00	8.35
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.60	0.22	0.00	0.82
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.54	0.43	0.00	0.97
TimeCrypt+S3	0.49	0.42	0.00	0.91
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.57	0.24	0.00	0.81
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.54	0.28	0.00	0.82
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.50	0.24	0.00	0.73
TimeCrypt+S3	0.53	0.25	0.00	0.78
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.54	0.21	0.00	0.75
TimeCrypt+S3	0.51	0.39	0.00	0.91
TimeCrypt+S3	1.53	0.23	0.00	1.76
TimeCrypt+S3	0.49	0.26	0.00	0.75
TimeCrypt+S3	0.43	0.27	0.00	0.70
TimeCrypt+S3	0.55	0.22	0.00	0.77
TimeCrypt+S3	0.53	0.25	0.00	0.78
TimeCrypt+S3	0.51	0.22	0.00	0.73
TimeCrypt+S3	0.52	0.25	0.00	0.77
TimeCrypt+S3	0.63	0.23	0.00	0.86
TimeCrypt+S3	0.53	0.44	0.00	0.97
TimeCrypt+S3	0.56	0.24	0.00	0.80
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.55	0.23	0.00	0.78
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.54	0.38	0.00	0.93
TimeCrypt+S3	0.48	0.22	0.00	0.69
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.43	0.25	0.00	0.67
TimeCrypt+S3	0.51	0.25	0.00	0.76
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.55	0.26	0.00	0.81
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.54	0.24	0.00	0.79
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.55	0.25	0.00	0.79
TimeCrypt+S3	0.54	0.24	0.00	0.78
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.54	0.24	0.00	0.78
TimeCrypt+S3	0.52	0.27	0.00	0.78
TimeCrypt+S3	0.53	0.21	0.00	0.74
TimeCrypt+S3	0.56	0.21	0.00	0.77
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.55	0.36	0.00	0.91
TimeCrypt+S3	0.63	0.39	0.00	1.02
TimeCrypt+S3	0.53	0.36	0.00	0.88
TimeCrypt+S3	0.73	0.22	0.00	0.95
TimeCrypt+S3	0.52	0.23	0.00	0.75
TimeCrypt+S3	0.55	0.23	0.00	0.79
TimeCrypt+S3	0.54	0.26	0.00	0.81
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.58	0.23	0.00	0.81
TimeCrypt+S3	0.55	0.34	0.00	0.90
TimeCrypt+S3	0.60	0.24	0.00	0.83
TimeCrypt+S3	0.52	0.28	0.00	0.80
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.51	0.24	0.00	0.74
TimeCrypt+S3	6.98	0.24	0.00	7.21
TimeCrypt+S3	0.49	0.23	0.00	0.72
TimeCrypt+S3	0.54	0.24	0.00	0.77
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.50	0.26	0.00	0.75
TimeCrypt+S3	0.60	0.25	0.00	0.85
TimeCrypt+S3	0.49	0.24	0.00	0.74
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.49	0.23	0.00	0.73
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.42	0.24	0.00	0.67
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.53	0.39	0.00	0.92
TimeCrypt+S3	0.56	0.37	0.00	0.93
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.50	0.23	0.00	0.73
TimeCrypt+S3	0.63	0.23	0.00	0.87
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.60	0.30	0.00	0.90
TimeCrypt+S3	0.62	0.33	0.00	0.95
TimeCrypt+S3	0.51	0.25	0.00	0.75
TimeCrypt+S3	0.50	0.21	0.00	0.72
TimeCrypt+S3	0.54	0.37	0.00	0.91
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	1.96	0.21	0.00	2.17
TimeCrypt+S3	0.53	0.24	0.00	0.76
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.56	0.24	0.00	0.81
TimeCrypt+S3	0.57	0.29	0.00	0.87
TimeCrypt+S3	0.54	0.33	0.00	0.86
TimeCrypt+S3	0.38	0.24	0.00	0.61
TimeCrypt+S3	0.45	0.45	0.00	0.90
TimeCrypt+S3	0.58	0.29	0.00	0.88
TimeCrypt+S3	0.53	0.31	0.00	0.84
TimeCrypt+S3	0.49	0.44	0.00	0.93
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.47	0.24	0.00	0.70
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.50	0.39	0.00	0.89
TimeCrypt+S3	0.61	0.24	0.00	0.86
TimeCrypt+S3	0.44	0.24	0.00	0.67
TimeCrypt+S3	0.53	0.23	0.00	0.76
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.40	0.24	0.00	0.64
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.48	0.49	0.00	0.96
TimeCrypt+S3	0.59	0.38	0.00	0.97
TimeCrypt+S3	0.46	0.22	0.00	0.68
TimeCrypt+S3	0.58	0.21	0.00	0.79
TimeCrypt+S3	0.53	0.24	0.00	0.77
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.50	0.21	0.00	0.72
TimeCrypt+S3	0.45	0.24	0.00	0.69
TimeCrypt+S3	0.47	0.21	0.00	0.69
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.55	0.35	0.00	0.90
TimeCrypt+S3	0.43	0.25	0.00	0.68
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.53	0.39	0.00	0.92
TimeCrypt+S3	0.49	0.31	0.00	0.80
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.48	0.25	0.00	0.74
TimeCrypt+S3	0.55	0.32	0.00	0.88
TimeCrypt+S3	0.38	0.26	0.00	0.65
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.40	0.22	0.00	0.62
TimeCrypt+S3	0.54	0.36	0.00	0.90
TimeCrypt+S3	0.51	0.42	0.00	0.93
TimeCrypt+S3	0.54	0.27	0.00	0.82
TimeCrypt+S3	0.53	0.29	0.00	0.83
TimeCrypt+S3	0.53	0.39	0.00	0.93
TimeCrypt+S3	0.51	0.21	0.00	0.73
TimeCrypt+S3	0.51	0.26	0.00	0.77
TimeCrypt+S3	0.40	0.23	0.00	0.64
TimeCrypt+S3	0.53	0.21	0.00	0.74
TimeCrypt+S3	0.56	0.46	0.00	1.02
TimeCrypt+S3	0.51	0.23	0.00	0.73
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.43	0.24	0.00	0.68
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.56	0.24	0.00	0.79
TimeCrypt+S3	0.45	0.27	0.00	0.73
TimeCrypt+S3	0.43	0.26	0.00	0.69
TimeCrypt+S3	0.42	0.26	0.00	0.68
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.43	0.25	0.00	0.69
TimeCrypt+S3	0.49	0.26	0.00	0.75
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.42	0.21	0.00	0.63
TimeCrypt+S3	0.46	0.26	0.00	0.71
TimeCrypt+S3	0.45	0.26	0.00	0.71
TimeCrypt+S3	0.51	0.23	0.00	0.75
TimeCrypt+S3	0.50	0.23	0.00	0.74
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	0.55	0.43	0.00	0.98
TimeCrypt+S3	0.48	0.25	0.00	0.73
TimeCrypt+S3	0.46	0.25	0.00	0.71
TimeCrypt+S3	0.47	0.24	0.00	0.72
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.44	0.26	0.00	0.71
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.51	0.24	0.00	0.74
TimeCrypt+S3	0.57	0.31	0.00	0.88
TimeCrypt+S3	0.54	0.40	0.00	0.94
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.60	0.28	0.00	0.88
TimeCrypt+S3	0.49	0.21	0.00	0.71
TimeCrypt+S3	0.54	0.21	0.00	0.75
TimeCrypt+S3	0.50	0.27	0.00	0.77
TimeCrypt+S3	0.57	0.24	0.00	0.81
TimeCrypt+S3	9.84	0.21	0.00	10.05
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.50	0.47	0.00	0.97
TimeCrypt+S3	0.53	0.36	0.00	0.89
TimeCrypt+S3	0.64	0.23	0.00	0.87
TimeCrypt+S3	0.51	0.42	0.00	0.94
TimeCrypt+S3	0.47	0.22	0.00	0.69
TimeCrypt+S3	0.45	0.25	0.00	0.70
TimeCrypt+S3	0.53	0.30	0.00	0.84
TimeCrypt+S3	0.53	0.22	0.00	0.75
TimeCrypt+S3	0.49	0.43	0.00	0.92
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.39	0.23	0.00	0.63
TimeCrypt+S3	0.50	0.25	0.00	0.75
TimeCrypt+S3	0.35	0.21	0.00	0.56
TimeCrypt+S3	0.56	0.30	0.00	0.86
TimeCrypt+S3	0.52	0.37	0.00	0.89
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.55	0.23	0.00	0.78
TimeCrypt+S3	0.52	0.40	0.00	0.92
TimeCrypt+S3	0.47	0.25	0.00	0.72
TimeCrypt+S3	0.51	0.21	0.00	0.73
TimeCrypt+S3	0.48	0.39	0.00	0.87
TimeCrypt+S3	0.55	0.35	0.00	0.89
TimeCrypt+S3	0.47	0.23	0.00	0.69
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.54	0.33	0.00	0.87
TimeCrypt+S3	0.56	0.40	0.00	0.95
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.42	0.24	0.00	0.66
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.44	0.32	0.00	0.76
TimeCrypt+S3	0.53	0.26	0.00	0.79
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.51	0.29	0.00	0.80
TimeCrypt+S3	0.51	0.37	0.00	0.87
TimeCrypt+S3	0.54	0.23	0.00	0.78
TimeCrypt+S3	0.54	0.42	0.00	0.97
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.51	0.26	0.00	0.77
TimeCrypt+S3	0.55	0.30	0.00	0.84
TimeCrypt+S3	0.52	0.21	0.00	0.73
TimeCrypt+S3	0.52	0.48	0.00	1.00
TimeCrypt+S3	0.55	0.37	0.00	0.92
TimeCrypt+S3	0.43	0.23	0.00	0.67
TimeCrypt+S3	0.56	0.25	0.00	0.81
TimeCrypt+S3	0.47	0.23	0.00	0.70
TimeCrypt+S3	0.54	0.27	0.00	0.80
TimeCrypt+S3	0.58	0.21	0.00	0.79
TimeCrypt+S3	0.47	0.26	0.00	0.73
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.53	0.25	0.00	0.78
TimeCrypt+S3	0.57	0.22	0.00	0.80
TimeCrypt+S3	0.44	0.27	0.00	0.71
TimeCrypt+S3	0.48	0.28	0.00	0.76
TimeCrypt+S3	0.50	0.24	0.00	0.73
TimeCrypt+S3	1.53	0.23	0.00	1.76
TimeCrypt+S3	0.50	0.22	0.00	0.72
TimeCrypt+S3	0.49	0.22	0.00	0.72
TimeCrypt+S3	0.58	0.21	0.00	0.79
TimeCrypt+S3	0.55	0.23	0.00	0.78
TimeCrypt+S3	1.94	0.36	0.00	2.31
TimeCrypt+S3	0.46	0.25	0.00	0.71
TimeCrypt+S3	0.45	0.26	0.00	0.71
TimeCrypt+S3	0.54	0.39	0.00	0.93
TimeCrypt+S3	0.61	0.34	0.00	0.94
TimeCrypt+S3	0.49	0.25	0.00	0.75
TimeCrypt+S3	0.43	0.26	0.00	0.69
TimeCrypt+S3	0.46	0.27	0.00	0.73
TimeCrypt+S3	0.44	0.26	0.00	0.70
TimeCrypt+S3	0.52	0.28	0.00	0.80
TimeCrypt+S3	0.50	0.26	0.00	0.77
TimeCrypt+S3	0.50	0.43	0.00	0.93
TimeCrypt+S3	0.49	0.24	0.00	0.73
TimeCrypt+S3	0.48	0.26	0.00	0.74
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.61	0.47	0.00	1.08
TimeCrypt+S3	0.57	0.34	0.00	0.91
TimeCrypt+S3	0.46	0.24	0.00	0.70
TimeCrypt+S3	0.50	0.24	0.00	0.74
TimeCrypt+S3	0.52	0.41	0.00	0.92
TimeCrypt+S3	0.48	0.48	0.00	0.97
TimeCrypt+S3	0.55	0.21	0.00	0.77
TimeCrypt+S3	0.56	0.23	0.00	0.79
TimeCrypt+S3	0.56	0.39	0.00	0.94
TimeCrypt+S3	0.43	0.24	0.00	0.67
TimeCrypt+S3	0.55	0.39	0.00	0.94
TimeCrypt+S3	0.56	0.24	0.00	0.79
TimeCrypt+S3	0.49	0.26	0.00	0.75
TimeCrypt+S3	0.48	0.24	0.00	0.72
TimeCrypt+S3	0.47	0.24	0.00	0.71
TimeCrypt+S3	0.44	0.21	0.00	0.65
TimeCrypt+S3	0.60	0.32	0.00	0.92
TimeCrypt+S3	0.45	0.21	0.00	0.67
TimeCrypt+S3	0.48	0.21	0.00	0.69
TimeCrypt+S3	0.51	0.35	0.00	0.86
TimeCrypt+S3	0.51	0.22	0.00	0.73
TimeCrypt+S3	0.56	0.24	0.00	0.80
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.52	0.42	0.00	0.94
TimeCrypt+S3	0.52	0.39	0.00	0.91
TimeCrypt+S3	0.50	0.21	0.00	0.71
TimeCrypt+S3	0.48	0.26	0.00	0.75
TimeCrypt+S3	0.51	0.24	0.00	0.75
TimeCrypt+S3	0.48	0.23	0.00	0.72
TimeCrypt+S3	1.89	0.44	0.00	2.33
TimeCrypt+S3	0.50	0.39	0.00	0.89
TimeCrypt+S3	0.44	0.24	0.00	0.68
TimeCrypt+S3	0.53	0.36	0.00	0.89
TimeCrypt+S3	0.53	0.41	0.00	0.94
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.37	0.23	0.00	0.60
TimeCrypt+S3	0.54	0.23	0.00	0.77
TimeCrypt+S3	0.46	0.37	0.00	0.84
TimeCrypt+S3	0.46	0.23	0.00	0.69
TimeCrypt+S3	0.49	0.25	0.00	0.74
TimeCrypt+S3	0.45	0.21	0.00	0.67
TimeCrypt+S3	0.42	0.25	0.00	0.67
TimeCrypt+S3	0.48	0.45	0.00	0.93
TimeCrypt+S3	0.40	0.28	0.00	0.67
TimeCrypt+S3	10.07	0.25	0.00	10.32
TimeCrypt+S3	0.54	0.36	0.00	0.91
TimeCrypt+S3	0.51	0.21	0.00	0.72
TimeCrypt+S3	0.49	0.21	0.00	0.70
TimeCrypt+S3	0.47	0.21	0.00	0.68
TimeCrypt+S3	0.48	0.23	0.00	0.72
TimeCrypt+S3	0.41	0.24	0.00	0.65
TimeCrypt+S3	0.53	0.39	0.00	0.92
TimeCrypt+S3	0.56	0.21	0.00	0.77
TimeCrypt+S3	0.51	0.23	0.00	0.74
TimeCrypt+S3	0.44	0.38	0.00	0.81
TimeCrypt+S3	0.45	0.21	0.00	0.66
TimeCrypt+S3	0.49	0.34	0.00	0.83
