Data Store	Retrieval	Decode & Decryption	Sum computation	Total
Experiment number #0
*** Baseline SUM ***
TimeCrypt+S3	0.95	0.09	0.00	1.03
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.08	0.00	1.05
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.96	0.08	0.00	1.05
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.97	0.08	0.00	1.05
TimeCrypt+S3	0.96	0.09	0.00	1.04
TimeCrypt+S3	0.93	0.09	0.00	1.01
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.08	0.00	1.05
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.96	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.96	0.09	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.97	0.08	0.00	1.05
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.10	0.00	1.02
TimeCrypt+S3	0.96	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.95	0.09	0.00	1.03
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.96	0.08	0.00	1.05
TimeCrypt+S3	0.91	0.09	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	1.00	3.49	0.00	4.48
TimeCrypt+S3	0.92	0.10	0.00	1.02
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.96	0.09	0.00	1.04
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.97	0.08	0.00	1.05
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	2.24	0.08	0.00	2.32
TimeCrypt+S3	0.93	0.09	0.00	1.01
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.93	0.09	0.00	1.01
TimeCrypt+S3	0.96	0.08	0.00	1.05
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.97	0.08	0.00	1.06
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.91	0.08	0.00	0.99
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.98	0.08	0.00	1.06
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.09	0.00	1.05
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.09	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.96	0.09	0.00	1.05
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.93	0.09	0.00	1.02
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.95	0.09	0.00	1.04
TimeCrypt+S3	0.95	0.09	0.00	1.03
TimeCrypt+S3	0.97	0.08	0.00	1.05
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	3.00	0.11	0.00	3.11
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.99	0.09	0.00	1.07
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.04
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.92	0.08	0.00	1.00
TimeCrypt+S3	0.96	0.08	0.00	1.04
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.92	0.08	0.00	1.01
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.92	0.09	0.00	1.01
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.09	0.00	1.03
TimeCrypt+S3	0.95	0.08	0.00	1.03
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.02
TimeCrypt+S3	0.93	0.08	0.00	1.01
TimeCrypt+S3	0.94	0.08	0.00	1.02
TimeCrypt+S3	0.94	0.08	0.00	1.03
TimeCrypt+S3	0.93	0.09	0.00	1.02


K = 16

*** TimeCrypt Paillier SUM ***
TimeCrypt+S3	48.03	30.71	0.00	78.74
TimeCrypt+S3	40.89	33.46	0.00	74.35
TimeCrypt+S3	40.69	17.28	0.00	57.96
TimeCrypt+S3	41.00	17.30	0.00	58.29
TimeCrypt+S3	40.85	17.22	0.00	58.07
TimeCrypt+S3	41.00	17.24	0.00	58.25
TimeCrypt+S3	40.97	17.29	0.00	58.26
TimeCrypt+S3	40.93	17.24	0.00	58.18
TimeCrypt+S3	41.14	17.27	0.00	58.41
TimeCrypt+S3	41.21	17.23	0.00	58.44
TimeCrypt+S3	41.53	17.30	0.00	58.83
TimeCrypt+S3	40.98	17.27	0.00	58.25
TimeCrypt+S3	40.97	17.24	0.00	58.20
TimeCrypt+S3	40.89	17.25	0.00	58.14
TimeCrypt+S3	40.93	17.23	0.00	58.15
TimeCrypt+S3	39.94	17.28	0.00	57.22
TimeCrypt+S3	40.30	17.25	0.00	57.56
TimeCrypt+S3	40.42	17.24	0.00	57.66
TimeCrypt+S3	40.75	17.25	0.00	58.00
TimeCrypt+S3	40.71	17.27	0.00	57.98
TimeCrypt+S3	40.81	17.24	0.00	58.05
TimeCrypt+S3	40.82	17.21	0.00	58.03
TimeCrypt+S3	43.47	17.20	0.00	60.67
TimeCrypt+S3	40.94	17.22	0.00	58.16
TimeCrypt+S3	41.12	17.21	0.00	58.33
TimeCrypt+S3	41.22	17.24	0.00	58.45
TimeCrypt+S3	42.84	17.21	0.00	60.05
TimeCrypt+S3	41.26	17.22	0.00	58.48
TimeCrypt+S3	41.15	17.20	0.00	58.35
TimeCrypt+S3	41.22	17.25	0.00	58.48
TimeCrypt+S3	41.49	17.22	0.00	58.71
TimeCrypt+S3	40.17	17.21	0.00	57.38
TimeCrypt+S3	40.35	17.20	0.00	57.55
TimeCrypt+S3	40.56	17.18	0.00	57.73
TimeCrypt+S3	40.37	17.22	0.00	57.59
TimeCrypt+S3	40.54	17.21	0.00	57.75
TimeCrypt+S3	40.74	17.21	0.00	57.95
TimeCrypt+S3	40.93	17.19	0.00	58.13
TimeCrypt+S3	40.83	17.21	0.00	58.04
TimeCrypt+S3	41.10	17.28	0.00	58.38
TimeCrypt+S3	40.94	17.21	0.00	58.15
TimeCrypt+S3	41.27	17.21	0.00	58.48
TimeCrypt+S3	41.42	18.15	0.00	59.56
TimeCrypt+S3	41.31	17.18	0.00	58.49
TimeCrypt+S3	41.62	17.22	0.00	58.85
TimeCrypt+S3	41.56	17.19	0.00	58.74
TimeCrypt+S3	41.55	17.26	0.00	58.81
TimeCrypt+S3	40.73	17.18	0.00	57.91
TimeCrypt+S3	40.73	17.29	0.00	58.01
TimeCrypt+S3	40.53	17.21	0.00	57.74
TimeCrypt+S3	40.52	17.22	0.00	57.74
TimeCrypt+S3	40.60	17.21	0.00	57.81
TimeCrypt+S3	40.76	17.21	0.00	57.97
TimeCrypt+S3	40.89	17.20	0.00	58.09
TimeCrypt+S3	40.99	17.22	0.00	58.21
TimeCrypt+S3	41.69	17.18	0.00	58.87
TimeCrypt+S3	41.15	17.29	0.00	58.44
TimeCrypt+S3	41.35	17.23	0.00	58.58
TimeCrypt+S3	41.30	17.25	0.00	58.55
TimeCrypt+S3	41.34	17.19	0.00	58.53
TimeCrypt+S3	41.46	17.19	0.00	58.65
TimeCrypt+S3	41.51	17.29	0.00	58.80
TimeCrypt+S3	41.57	17.28	0.00	58.85
TimeCrypt+S3	40.72	17.19	0.00	57.91
TimeCrypt+S3	40.69	17.17	0.00	57.86
TimeCrypt+S3	40.61	17.18	0.00	57.78
TimeCrypt+S3	40.70	17.20	0.00	57.90
TimeCrypt+S3	40.79	17.18	0.00	57.97
TimeCrypt+S3	41.15	17.18	0.00	58.34
TimeCrypt+S3	40.97	17.19	0.00	58.16
TimeCrypt+S3	41.08	17.20	0.00	58.29
TimeCrypt+S3	41.23	17.22	0.00	58.45
TimeCrypt+S3	41.33	17.22	0.00	58.54
TimeCrypt+S3	41.16	17.19	0.00	58.35
TimeCrypt+S3	41.37	17.19	0.00	58.56
TimeCrypt+S3	43.39	17.20	0.00	60.59
TimeCrypt+S3	41.44	17.19	0.00	58.62
TimeCrypt+S3	41.62	17.21	0.00	58.83
TimeCrypt+S3	41.73	17.26	0.00	58.99
TimeCrypt+S3	40.80	17.22	0.00	58.02
TimeCrypt+S3	40.55	17.20	0.00	57.75
TimeCrypt+S3	40.64	17.22	0.00	57.86
TimeCrypt+S3	40.80	17.22	0.00	58.02
TimeCrypt+S3	40.88	17.20	0.00	58.09
TimeCrypt+S3	40.92	17.24	0.00	58.17
TimeCrypt+S3	41.08	17.20	0.00	58.28
TimeCrypt+S3	41.24	17.19	0.00	58.43
TimeCrypt+S3	41.30	17.18	0.00	58.48
TimeCrypt+S3	41.32	17.20	0.00	58.52
TimeCrypt+S3	41.32	17.19	0.00	58.51
TimeCrypt+S3	41.52	17.19	0.00	58.72
TimeCrypt+S3	41.98	17.20	0.00	59.18
TimeCrypt+S3	41.50	17.27	0.00	58.77
TimeCrypt+S3	41.60	17.20	0.00	58.80
TimeCrypt+S3	41.85	17.26	0.00	59.11
TimeCrypt+S3	40.74	22.82	0.00	63.56
TimeCrypt+S3	40.70	17.31	0.00	58.01
TimeCrypt+S3	40.86	17.19	0.00	58.05
TimeCrypt+S3	41.18	17.21	0.00	58.39
TimeCrypt+S3	41.17	17.20	0.00	58.37
TimeCrypt+S3	40.98	17.21	0.00	58.19
TimeCrypt+S3	41.27	17.20	0.00	58.47
TimeCrypt+S3	41.47	17.26	0.00	58.73
TimeCrypt+S3	41.30	17.21	0.00	58.50
TimeCrypt+S3	41.54	17.20	0.00	58.73
TimeCrypt+S3	41.70	17.21	0.00	58.91
TimeCrypt+S3	43.28	17.21	0.00	60.49
TimeCrypt+S3	41.71	17.23	0.00	58.94
TimeCrypt+S3	41.90	17.23	0.00	59.14
TimeCrypt+S3	41.85	17.22	0.00	59.07
TimeCrypt+S3	41.70	17.18	0.00	58.89
TimeCrypt+S3	40.62	17.23	0.00	57.85
TimeCrypt+S3	40.82	17.19	0.00	58.00
TimeCrypt+S3	40.90	17.22	0.00	58.11
TimeCrypt+S3	41.06	17.18	0.00	58.24
TimeCrypt+S3	41.21	17.22	0.00	58.43
TimeCrypt+S3	41.23	17.20	0.00	58.43
TimeCrypt+S3	41.31	17.26	0.00	58.57
TimeCrypt+S3	41.35	17.28	0.00	58.62
TimeCrypt+S3	41.48	17.32	0.00	58.80
TimeCrypt+S3	41.85	17.22	0.00	59.06
TimeCrypt+S3	41.61	17.23	0.00	58.84
TimeCrypt+S3	41.87	17.18	0.00	59.06
TimeCrypt+S3	41.65	17.26	0.00	58.91
TimeCrypt+S3	41.80	17.20	0.00	59.00
TimeCrypt+S3	41.86	17.22	0.00	59.08
TimeCrypt+S3	42.14	17.19	0.00	59.33
TimeCrypt+S3	40.92	17.19	0.00	58.12
TimeCrypt+S3	40.97	17.18	0.00	58.15
TimeCrypt+S3	41.24	17.23	0.00	58.47
TimeCrypt+S3	40.97	17.21	0.00	58.18
TimeCrypt+S3	41.04	17.19	0.00	58.24
TimeCrypt+S3	41.17	17.23	0.00	58.40
TimeCrypt+S3	41.33	17.18	0.00	58.52
TimeCrypt+S3	41.28	17.20	0.00	58.48
TimeCrypt+S3	41.69	17.29	0.00	58.99
TimeCrypt+S3	41.63	17.19	0.00	58.82
TimeCrypt+S3	41.64	17.21	0.00	58.84
TimeCrypt+S3	41.94	17.20	0.00	59.13
TimeCrypt+S3	41.74	17.19	0.00	58.94
TimeCrypt+S3	41.85	17.19	0.00	59.04
TimeCrypt+S3	43.09	17.19	0.00	60.28
TimeCrypt+S3	41.98	17.22	0.00	59.19
TimeCrypt+S3	40.69	17.23	0.00	57.92
TimeCrypt+S3	41.06	17.30	0.00	58.35
TimeCrypt+S3	40.95	17.24	0.00	58.20
TimeCrypt+S3	41.04	17.23	0.00	58.26
TimeCrypt+S3	41.19	17.20	0.00	58.39
TimeCrypt+S3	41.25	17.21	0.00	58.46
TimeCrypt+S3	42.27	17.19	0.00	59.46
TimeCrypt+S3	41.73	17.37	0.00	59.11
TimeCrypt+S3	41.51	17.24	0.00	58.74
TimeCrypt+S3	41.57	17.35	0.00	58.92
TimeCrypt+S3	41.87	17.22	0.00	59.08
TimeCrypt+S3	41.85	17.28	0.00	59.13
TimeCrypt+S3	42.21	17.19	0.00	59.41
TimeCrypt+S3	42.19	17.24	0.00	59.43
TimeCrypt+S3	42.08	17.17	0.00	59.25
TimeCrypt+S3	41.99	17.23	0.00	59.22
TimeCrypt+S3	40.95	17.19	0.00	58.14
TimeCrypt+S3	41.04	17.20	0.00	58.23
TimeCrypt+S3	41.11	17.19	0.00	58.30
TimeCrypt+S3	41.24	17.18	0.00	58.42
TimeCrypt+S3	41.26	17.19	0.00	58.44
TimeCrypt+S3	41.26	17.21	0.00	58.47
TimeCrypt+S3	41.42	17.19	0.00	58.61
TimeCrypt+S3	41.50	17.22	0.00	58.72
TimeCrypt+S3	41.62	17.19	0.00	58.81
TimeCrypt+S3	41.62	17.24	0.00	58.86
TimeCrypt+S3	42.06	17.20	0.00	59.25
TimeCrypt+S3	41.95	17.24	0.00	59.18
TimeCrypt+S3	41.97	17.18	0.00	59.15
TimeCrypt+S3	42.13	17.21	0.00	59.34
TimeCrypt+S3	42.27	17.30	0.00	59.57
TimeCrypt+S3	42.26	17.19	0.00	59.44
TimeCrypt+S3	41.13	17.22	0.00	58.35
TimeCrypt+S3	41.10	17.29	0.00	58.39
TimeCrypt+S3	41.37	17.26	0.00	58.63
TimeCrypt+S3	41.42	17.22	0.00	58.63
TimeCrypt+S3	41.40	17.19	0.00	58.59
TimeCrypt+S3	41.54	17.23	0.00	58.77
TimeCrypt+S3	41.54	17.17	0.00	58.71
TimeCrypt+S3	41.69	17.27	0.00	58.96
TimeCrypt+S3	41.82	17.22	0.00	59.03
TimeCrypt+S3	41.78	17.18	0.00	58.96
TimeCrypt+S3	41.76	17.23	0.00	58.99
TimeCrypt+S3	41.80	17.19	0.00	58.99
TimeCrypt+S3	42.07	17.26	0.00	59.32
TimeCrypt+S3	42.30	17.18	0.00	59.48
TimeCrypt+S3	42.06	17.22	0.00	59.28
TimeCrypt+S3	42.44	17.21	0.00	59.65
TimeCrypt+S3	41.06	17.20	0.00	58.26
TimeCrypt+S3	42.33	17.21	0.00	59.53
TimeCrypt+S3	41.17	17.19	0.00	58.37
TimeCrypt+S3	41.34	17.21	0.00	58.55
TimeCrypt+S3	41.49	17.22	0.00	58.71
TimeCrypt+S3	41.38	17.69	0.00	59.07
TimeCrypt+S3	41.46	17.60	0.00	59.06
TimeCrypt+S3	41.68	17.25	0.00	58.93
TimeCrypt+S3	41.68	17.19	0.00	58.87
TimeCrypt+S3	41.93	17.17	0.00	59.11
TimeCrypt+S3	42.09	17.23	0.00	59.32
TimeCrypt+S3	42.09	17.20	0.00	59.29
TimeCrypt+S3	42.12	17.21	0.00	59.33
TimeCrypt+S3	42.14	17.24	0.00	59.38
TimeCrypt+S3	42.17	17.25	0.00	59.43
TimeCrypt+S3	42.38	17.28	0.00	59.66
TimeCrypt+S3	41.15	17.25	0.00	58.41
TimeCrypt+S3	41.19	17.24	0.00	58.43
TimeCrypt+S3	41.61	17.21	0.00	58.82
TimeCrypt+S3	41.35	17.27	0.00	58.62
TimeCrypt+S3	41.63	17.26	0.00	58.89
TimeCrypt+S3	41.69	17.24	0.00	58.93
TimeCrypt+S3	41.84	17.29	0.00	59.13
TimeCrypt+S3	41.87	17.19	0.00	59.06
TimeCrypt+S3	41.64	17.19	0.00	58.83
TimeCrypt+S3	41.66	17.25	0.00	58.91
TimeCrypt+S3	41.57	17.19	0.00	58.76
TimeCrypt+S3	41.58	17.24	0.00	58.82
TimeCrypt+S3	41.84	17.21	0.00	59.05
TimeCrypt+S3	41.81	17.23	0.00	59.04
TimeCrypt+S3	41.88	17.19	0.00	59.07
TimeCrypt+S3	43.69	17.25	0.00	60.94
TimeCrypt+S3	41.13	17.24	0.00	58.36
TimeCrypt+S3	40.93	17.19	0.00	58.12
TimeCrypt+S3	41.15	17.18	0.00	58.33
TimeCrypt+S3	41.16	17.19	0.00	58.35
TimeCrypt+S3	41.33	17.20	0.00	58.53
TimeCrypt+S3	41.37	17.18	0.00	58.55
TimeCrypt+S3	42.25	17.21	0.00	59.46
TimeCrypt+S3	41.25	17.22	0.00	58.47
TimeCrypt+S3	41.59	17.18	0.00	58.77
TimeCrypt+S3	41.48	17.33	0.00	58.81
TimeCrypt+S3	41.50	17.21	0.00	58.71
TimeCrypt+S3	41.69	17.23	0.00	58.92
TimeCrypt+S3	42.63	17.20	0.00	59.83
TimeCrypt+S3	42.17	17.19	0.00	59.35
TimeCrypt+S3	42.05	17.20	0.00	59.25
TimeCrypt+S3	42.22	17.24	0.00	59.46
TimeCrypt+S3	40.85	17.19	0.00	58.04
