Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.342	Enc(EC ElGamal): 0.009	Enc(OPE): 5.302	Enc(ORE): 0.002
Dec(Paillier): 0.143	Dec(EC ElGamal): 0.009	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.344	Enc(EC ElGamal): 0.012	Enc(OPE): 4.846	Enc(ORE): 0.002
Dec(Paillier): 0.140	Dec(EC ElGamal): 0.011	Dec(OPE): 0.002	Dec(ORE): 0.001
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.350	Enc(EC ElGamal): 0.010	Enc(OPE): 6.103	Enc(ORE): 0.002
Dec(Paillier): 0.147	Dec(EC ElGamal): 0.009	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.370	Enc(EC ElGamal): 0.009	Enc(OPE): 5.472	Enc(ORE): 0.002
Dec(Paillier): 0.144	Dec(EC ElGamal): 0.010	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.365	Enc(EC ElGamal): 0.008	Enc(OPE): 4.173	Enc(ORE): 0.002
Dec(Paillier): 0.154	Dec(EC ElGamal): 0.010	Dec(OPE): 0.003	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.397	Enc(EC ElGamal): 0.009	Enc(OPE): 4.508	Enc(ORE): 0.002
Dec(Paillier): 0.151	Dec(EC ElGamal): 0.009	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.365	Enc(EC ElGamal): 0.010	Enc(OPE): 5.199	Enc(ORE): 0.002
Dec(Paillier): 0.163	Dec(EC ElGamal): 0.010	Dec(OPE): 0.003	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.359	Enc(EC ElGamal): 0.009	Enc(OPE): 5.099	Enc(ORE): 0.002
Dec(Paillier): 0.144	Dec(EC ElGamal): 0.008	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.342	Enc(EC ElGamal): 0.009	Enc(OPE): 4.957	Enc(ORE): 0.002
Dec(Paillier): 0.147	Dec(EC ElGamal): 0.009	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.368	Enc(EC ElGamal): 0.008	Enc(OPE): 6.276	Enc(ORE): 0.002
Dec(Paillier): 0.143	Dec(EC ElGamal): 0.010	Dec(OPE): 0.003	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.008	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.350	Enc(EC ElGamal): 0.008	Enc(OPE): 5.048	Enc(ORE): 0.002
Dec(Paillier): 0.139	Dec(EC ElGamal): 0.008	Dec(OPE): 0.003	Dec(ORE): 0.003
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.012	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.351	Enc(EC ElGamal): 0.010	Enc(OPE): 5.203	Enc(ORE): 0.004
Dec(Paillier): 0.159	Dec(EC ElGamal): 0.009	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.342	Enc(EC ElGamal): 0.009	Enc(OPE): 5.598	Enc(ORE): 0.003
Dec(Paillier): 0.140	Dec(EC ElGamal): 0.008	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.012	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.372	Enc(EC ElGamal): 0.009	Enc(OPE): 4.923	Enc(ORE): 0.002
Dec(Paillier): 0.149	Dec(EC ElGamal): 0.008	Dec(OPE): 0.002	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.349	Enc(EC ElGamal): 0.008	Enc(OPE): 4.990	Enc(ORE): 0.002
Dec(Paillier): 0.153	Dec(EC ElGamal): 0.008	Dec(OPE): 0.002	Dec(ORE): 0.001
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.007	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.348	Enc(EC ElGamal): 0.013	Enc(OPE): 3.384	Enc(ORE): 0.002
Dec(Paillier): 0.145	Dec(EC ElGamal): 0.008	Dec(OPE): 0.002	Dec(ORE): 0.001
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.356	Enc(EC ElGamal): 0.009	Enc(OPE): 19.322	Enc(ORE): 0.003
Dec(Paillier): 0.193	Dec(EC ElGamal): 0.011	Dec(OPE): 0.004	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.008	Operation(OPE): 0.000	Operation(ORE): 0.000
Enc(Paillier): 0.439	Enc(EC ElGamal): 0.011	Enc(OPE): 6.409	Enc(ORE): 0.002
Dec(Paillier): 0.139	Dec(EC ElGamal): 0.009	Dec(OPE): 0.003	Dec(ORE): 0.002
Operation(Paillier): 0.000	Operation(EC ElGamal): 0.006	Operation(OPE): 0.000	Operation(ORE): 0.000
